klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_zs_cnt,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,feat_break_bi_amp,feat_break_bi_klu_cnt,feat_break_bi_amp_rate,feat_bi_amp,feat_bi_klu_cnt,feat_bi_amp_rate,feat_level,feat_bsp_type,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,best_return_pct,maturity_rate,mr_best_buy_close,mr_best_sell_close,mr_window_days,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,direction_encoded,bsp_type_encoded
129.0,2018/10/01 15:30,186.0,186.0,185.76,185.79,491252.0,1,1,1.0,buy,False,1.454711583310607,1.0100000000000193,22.0,0.005407720726026767,1.0,-0.03921094203443143,-0.128297589296877,-0.14790306031409273,-0.0007937094340737015,25.284793914212244,36.97624655584459,53.39619420452034,4.136351258493079,491252.0,1.0100000000000193,1.0100000000000193,22.0,0.005407720726026767,1.0100000000000193,22.0,0.005407720726026767,1.0,1.0,-0.03921094203443143,-0.14790306031409273,-0.128297589296877,25.284793914212244,36.97624655584459,53.39619420452034,4.136351258493079,14.148401006107239,41.32231404958779,40.52397647963746,-0.1129032258064559,0.12919896640827364,0.0,0.030000000000001137,0.21000000000000796,0.0,130.0,130.0,0.7454653102965818,1.0,186.5515,186.24,2.0,0.5623440658176905,1.6389142344497607,31.103668261562998,0.009225625909424747,0.8194864035087718,15.726076555023923,0.004623964503605561,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,1.0
130.0,2018/10/01 15:35,185.79,185.88,185.74,185.83,424434.0,1,1,1.0,buy,False,1.454711583310607,1.0300000000000011,23.0,0.005514804304759871,1.0,-0.06057758607291952,-0.13586978755599194,-0.1661585805924517,-0.000891858417411189,27.816959007458152,29.062595743112386,45.28499471738435,-3.3822022054315397,424434.0,1.0300000000000011,1.0300000000000011,23.0,0.005514804304759871,1.0300000000000011,23.0,0.005514804304759871,1.0,1.0,-0.06057758607291952,-0.1661585805924517,-0.13586978755599194,27.816959007458152,29.062595743112386,45.28499471738435,-3.3822022054315397,13.54023383768794,40.405777166437694,41.18660650343139,0.021529684051897553,0.07537417895982898,0.04999999999998295,0.04999999999998295,0.040000000000020464,1.0,131.0,131.0,0.7237797987407839,1.0,186.5515,186.24,2.0,0.5623440658176905,1.6389142344497607,31.103668261562998,0.009225625909424747,0.8194864035087718,15.726076555023923,0.004623964503605561,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,1.0
131.0,2018/10/01 15:40,185.83,185.84,185.7,185.8,275758.0,1,1,1.0,buy,False,1.5815823642623874,1.0700000000000216,24.0,0.005728971462226383,1.0,-0.07214586944716866,-0.14488802123688801,-0.18096095596047235,-0.0009715058189510813,27.07580187362882,24.004693458372277,38.19156096438033,-4.369041553643825,275758.0,1.0700000000000216,1.0700000000000216,24.0,0.005728971462226383,1.0700000000000216,24.0,0.005728971462226383,1.0,1.0,-0.07214586944716866,-0.18096095596047235,-0.14488802123688801,27.07580187362882,24.004693458372277,38.19156096438033,-4.369041553643825,14.276649746191673,33.99202320522158,41.162211069081955,-0.016143787332508815,0.07539041464728853,0.009999999999990905,0.10000000000002274,0.030000000000001137,0.0,132.0,132.0,0.740043057050592,1.0,186.5515,186.24,2.0,0.5623440658176905,1.6389142344497607,31.103668261562998,0.009225625909424747,0.8194864035087718,15.726076555023923,0.004623964503605561,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,1.0
167.0,2018/10/02 04:00,185.99,185.99,185.88,185.88,200.0,2,2,1.0,buy,False,0.7187499999999959,1.5876422167111786,31.494276993513925,0.008984434572742206,1.0,-0.03961410902423527,-0.00514035673367273,-0.024947411245790363,-0.00013397489570589485,28.19808113355677,36.65860195705646,47.22099863970351,15.533808591762366,200.0,0.46000000000000796,0.6400000000000148,17.0,0.003446418955304334,0.46000000000000796,21.0,0.002468605774390941,2.0,2.0,-0.03961410902423527,-0.024947411245790363,-0.00514035673367273,28.19808113355677,36.65860195705646,47.22099863970351,15.533808591762366,28.169014084510874,63.380281690137465,26.349867840166333,-0.059142964675527515,0.05917796427803618,0.0,0.0,0.11000000000001364,0.0,168.0,168.0,0.6966860340004389,1.0,186.5515,186.0,2.0,0.7187499999999959,0.6400000000000148,17.0,0.003446418955304334,0.46000000000000796,21.0,0.002468605774390941,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,2.0
168.0,2018/10/02 04:10,185.8,185.86,185.8,185.86,376.0,2,2,1.0,buy,False,0.8437499999999681,1.5876422167111786,31.494276993513925,0.008984434572742206,1.0,-0.07017122624384345,-0.01391176001415316,-0.048997373136074884,-0.00026316682426670167,27.474633899635734,28.439067971371124,40.96035508359272,3.396493746927945,376.0,0.539999999999992,0.6400000000000148,17.0,0.003446418955304334,0.539999999999992,22.0,0.0028979285177631858,2.0,2.0,-0.07017122624384345,-0.048997373136074884,-0.01391176001415316,27.474633899635734,28.439067971371124,40.96035508359272,3.396493746927945,25.974025974030575,68.83116883116553,27.69669724101487,0.03229278794402706,0.03229278794402706,0.0,0.0,0.060000000000002274,1.0,169.0,169.0,0.7075217905950703,1.0,186.5515,186.0,2.0,0.8437499999999681,0.6400000000000148,17.0,0.003446418955304334,0.539999999999992,22.0,0.0028979285177631858,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,2.0
170.0,2018/10/02 04:20,185.8,185.8,185.78,185.78,600.0,2,2,1.0,buy,False,0.8749999999999833,1.5876422167111786,31.494276993513925,0.008984434572742206,1.0,-0.1009479111494784,-0.03736375331414478,-0.08783770888888398,-0.00047191360826028667,24.575764466078084,14.861807987275295,28.112474250891403,-11.639524539956923,600.0,0.5600000000000023,0.6400000000000148,17.0,0.003446418955304334,0.5600000000000023,24.0,0.0030052592036063233,2.0,2.0,-0.1009479111494784,-0.08783770888888398,-0.03736375331414478,24.575764466078084,14.861807987275295,28.112474250891403,-11.639524539956923,18.750000000003332,74.99999999999557,31.16537278881634,-0.010764262648014116,0.010765421466255911,0.0,0.0,0.020000000000010232,0.0,171.0,171.0,0.7508881472709712,1.0,186.5515,186.0,2.0,0.8749999999999833,0.6400000000000148,17.0,0.003446418955304334,0.5600000000000023,24.0,0.0030052592036063233,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,2.0
171.0,2018/10/02 04:30,185.58,185.58,185.58,185.58,100.0,1p,1p,1.0,buy,False,1.7943094328085596,0.7599999999999909,25.0,0.004078566062037088,0.0,-0.1294521935181729,-0.05354527750391639,-0.11827137426300283,-0.0006355597297070323,19.100930028192124,9.907871991516863,22.044273497766554,-14.364931020982517,100.0,0.7599999999999909,0.7599999999999909,25.0,0.004078566062037088,0.7599999999999909,0.0,0.0,1.0,1.0,-0.1294521935181729,-0.11827137426300283,-0.05354527750391639,19.100930028192124,9.907871991516863,22.044273497766554,-14.364931020982517,15.463917525776278,79.38144329896495,33.75293932874512,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,0.859467615044724,1.0,186.5515,186.0,2.0,0.5623440658176905,1.6389142344497607,31.103668261562998,0.009225625909424747,0.8194864035087718,15.726076555023923,0.004623964503605561,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,4.0
173.0,2018/10/02 04:45,185.5,185.5,185.38,185.38,2900.0,1p,1p,1.0,buy,False,2.2363683280625253,0.960000000000008,27.0,0.005151872920468005,0.0,-0.1613449610690146,-0.09083877224909538,-0.17151125278360269,-0.0009220842435968041,16.434917047762838,5.020782613513107,13.144643296904983,-11.226938753270645,2900.0,0.960000000000008,0.960000000000008,27.0,0.005151872920468005,0.960000000000008,0.0,0.0,1.0,1.0,-0.1613449610690146,-0.17151125278360269,-0.09083877224909538,16.434917047762838,5.020782613513107,13.144643296904983,-11.226938753270645,11.8644067796622,83.89830508474364,39.06808210046218,-0.06469002695418036,0.06473190203905738,0.0,0.0,0.12000000000000455,0.0,174.0,174.0,0.9682813680008716,1.0,186.5515,186.0,2.0,0.5623440658176905,1.6389142344497607,31.103668261562998,0.009225625909424747,0.8194864035087718,15.726076555023923,0.004623964503605561,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,4.0
174.0,2018/10/02 04:50,185.3,185.37,185.24,185.37,11750.0,1p,1p,1.0,buy,False,2.3253426107012993,1.0999999999999943,28.0,0.005903187721369509,0.0,-0.16776409694585537,-0.11180928436732729,-0.19569133284025497,-0.0010523476108769674,16.26197928743761,7.474172535992787,11.254486376600916,-0.08645514522346787,11750.0,1.0999999999999943,1.0999999999999943,28.0,0.005903187721369509,1.0999999999999943,0.0,0.0,1.0,1.0,-0.16776409694585537,-0.19569133284025497,-0.11180928436732729,16.26197928743761,7.474172535992787,11.254486376600916,-0.08645514522346787,9.923664122137255,86.25954198473202,41.946439047934845,0.0377765785213131,0.0701792269488207,0.0,0.060000000000002274,0.06999999999999318,1.0,175.0,175.0,0.9737282192372049,1.0,186.5515,186.0,2.0,0.5623440658176905,1.6389142344497607,31.103668261562998,0.009225625909424747,0.8194864035087718,15.726076555023923,0.004623964503605561,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,4.0
176.0,2018/10/02 05:00,185.27,185.28,185.21,185.28,999.0,1p,1p,1.0,buy,False,2.3253426107012993,1.1299999999999955,30.0,0.006064183750134139,0.0,-0.1587906008579077,-0.15209648878979706,-0.2314917892187509,-0.001245482413322999,14.675685160658489,10.170857309443267,10.585984288203738,9.340603351922326,999.0,1.1299999999999955,1.1299999999999955,30.0,0.006064183750134139,1.1299999999999955,0.0,0.0,1.0,1.0,-0.1587906008579077,-0.2314917892187509,-0.15209648878979706,14.675685160658489,10.170857309443267,10.585984288203738,9.340603351922326,7.692307692306928,87.41258741258649,47.39743349849196,0.00539752793220214,0.037794935478642176,0.0,0.060000000000002274,0.009999999999990905,1.0,177.0,177.0,1.022776338514686,1.0,186.5515,186.0,2.0,0.5623440658176905,1.6389142344497607,31.103668261562998,0.009225625909424747,0.8194864035087718,15.726076555023923,0.004623964503605561,0.4857952524668416,1.9713109102244386,33.49376558603491,0.011173411480809385,0.967306327930175,19.55143391521197,0.005523104982354408,2.0071695760598502,0.002602652446446723,0.7640105820105813,15.623015873015873,0.0042475911160430825,1.0,4.0
