timestamp,Open,High,Low,Close,Volume
2006-04-26,11283.25,11379.87,11282.77,11354.49,0
2006-04-27,11349.53,11416.93,11275.3,11382.51,0
2006-04-28,11358.33,11417.66,11347.21,11367.14,0
2006-05-01,11367.78,11428.37,11329.44,11343.29,0
2006-05-02,11345.21,11427.65,11345.13,11416.45,0
2006-05-03,11414.69,11424.93,11362.42,11400.28,0
2006-05-04,11401.8,11463.11,11401.8,11438.86,0
2006-05-05,11440.62,11586.38,11440.62,11577.74,0
2006-05-08,11576.37,11603.59,11561.97,11584.54,0
2006-05-09,11584.62,11640.73,11572.05,11639.77,0
2006-05-10,11630.48,11670.19,11595.18,11642.65,0
2006-05-11,11639.29,11639.45,11479.44,11500.73,0
2006-05-12,11500.01,11500.01,11374.74,11380.99,0
2006-05-15,11380.43,11435.34,11333.04,11428.77,0
2006-05-16,11428.21,11460.55,11392.67,11419.89,0
2006-05-17,11410.13,11410.13,11174.38,11205.61,0
2006-05-18,11206.17,11247.39,11127.09,11128.29,0
2006-05-19,11124.37,11180.29,11075.22,11144.06,0
2006-05-22,11143.42,11175.35,11040.07,11125.33,0
2006-05-23,11126.29,11202.65,11097.31,11098.35,0
2006-05-24,11100.11,11168.24,11030.47,11117.32,0
2006-05-25,11114.96,11214.98,11114.96,11211.05,0
2006-05-26,11211.69,11283.49,11211.54,11278.61,0
2006-05-30,11277.25,11278.13,11094.35,11094.43,0
2006-05-31,11091.15,11183.04,11085.38,11168.31,0
2006-06-01,11169.03,11270.21,11150.07,11260.28,0
2006-06-02,11260.52,11285.82,11191.53,11247.87,0
2006-06-05,11247.55,11248.79,11040.24,11048.72,0
2006-06-06,11048.24,11094.26,10926.42,11002.14,0
2006-06-07,11002.06,11077.38,10928.34,10930.9,0
2006-06-08,10929.7,10964.68,10757.55,10938.82,0
2006-06-09,10939.14,10976.2,10871.59,10891.92,0
2006-06-12,10892.0,10927.12,10790.26,10792.58,0
2006-06-13,10783.14,10862.3,10700.93,10706.14,0
2006-06-14,10706.78,10817.0,10698.85,10816.92,0
2006-06-15,10817.48,11036.48,10817.48,11015.19,0
2006-06-16,11014.38,11045.2,10984.13,11014.55,0
2006-06-19,11014.87,11057.61,10907.29,10942.11,0
2006-06-20,10942.03,11029.83,10938.42,10974.84,0
2006-06-21,10975.24,11131.73,10971.72,11079.46,0
2006-06-22,11077.78,11077.78,10986.14,11019.11,0
2006-06-23,11019.19,11074.26,10973.4,10989.09,0
2006-06-26,10990.29,11048.72,10973.72,11045.28,0
2006-06-27,11048.24,11064.09,10920.73,10924.74,0
2006-06-28,10925.3,10981.25,10902.48,10973.56,0
2006-06-29,10974.36,11195.54,10974.36,11190.8,0
2006-06-30,11190.8,11235.63,11150.06,11150.22,0
2006-07-03,11149.34,11231.3,11149.34,11228.02,0
2006-07-05,11225.06,11225.06,11123.32,11151.82,0
2006-07-06,11147.12,11257.08,11147.12,11225.3,0
2006-07-07,11224.18,11224.18,11066.01,11090.67,0
2006-07-10,11091.71,11174.47,11090.04,11103.55,0
2006-07-11,11102.59,11151.18,11027.99,11134.77,0
2006-07-12,11133.97,11149.96,10995.97,11013.18,0
2006-07-13,11012.62,11012.62,10832.93,10846.29,0
2006-07-14,10846.53,10848.37,10701.34,10739.35,0
2006-07-17,10739.35,10802.67,10714.71,10747.36,0
2006-07-18,10745.84,10813.79,10683.32,10799.23,0
2006-07-19,10797.39,11038.48,10797.39,11011.42,0
2006-07-20,11007.26,11037.28,10924.98,10928.1,0
2006-07-21,10937.94,10951.77,10838.85,10868.38,0
2006-07-24,10868.7,11065.95,10868.62,11051.05,0
2006-07-25,11051.05,11133.81,10999.9,11103.71,0
2006-07-26,11102.91,11157.82,11048.16,11102.51,0
2006-07-27,11104.19,11187.76,11087.55,11100.43,0
2006-07-28,11102.11,11243.31,11102.03,11219.7,0
2006-07-31,11218.9,11219.06,11178.32,11185.68,0
2006-08-01,11184.8,11185.28,11083.86,11125.73,0
2006-08-02,11125.57,11229.46,11125.25,11199.93,0
2006-08-03,11195.28,11269.49,11144.46,11242.59,0
2006-08-04,11244.59,11344.17,11187.36,11240.35,0
2006-08-07,11239.47,11245.95,11190.56,11219.38,0
2006-08-08,11218.18,11276.29,11141.82,11173.59,0
2006-08-09,11168.47,11250.84,11068.57,11076.18,0
2006-08-10,11073.14,11143.98,11044.72,11124.37,0
2006-08-11,11121.16,11121.16,11042.64,11088.03,0
2006-08-14,11089.07,11202.73,11079.78,11097.87,0
2006-08-15,11098.03,11234.27,11098.03,11230.26,0
2006-08-16,11224.91,11340.8,11224.91,11327.12,0
2006-08-17,11327.36,11372.42,11298.38,11334.96,0
2006-08-18,11333.76,11381.47,11317.67,11381.47,0
2006-08-21,11380.67,11380.99,11321.99,11345.05,0
2006-08-22,11344.41,11383.71,11303.34,11339.84,0
2006-08-23,11337.12,11370.82,11264.04,11297.9,0
2006-08-24,11297.82,11334.72,11273.89,11304.46,0
2006-08-25,11301.22,11317.43,11260.28,11284.05,0
2006-08-28,11285.33,11387.79,11273.49,11352.01,0
2006-08-29,11352.65,11379.55,11299.58,11369.94,0
2006-08-30,11365.98,11407.08,11355.69,11382.91,0
2006-08-31,11383.47,11405.32,11369.78,11381.15,0
2006-09-01,11382.75,11476.48,11382.75,11464.15,0
2006-09-05,11461.83,11488.17,11438.06,11469.28,0
2006-09-06,11466.23,11466.23,11395.15,11406.2,0
2006-09-07,11405.16,11405.24,11323.84,11331.44,0
2006-09-08,11332.24,11402.84,11331.04,11392.11,0
2006-09-11,11389.87,11421.25,11342.17,11396.84,0
2006-09-12,11396.12,11512.98,11395.71,11498.09,0
2006-09-13,11487.69,11567.25,11476.16,11543.32,0
2006-09-14,11543.4,11549.08,11495.37,11527.39,0
2006-09-15,11528.75,11613.51,11528.75,11560.77,0
2006-09-18,11559.97,11588.38,11528.11,11555.0,0
2006-09-19,11554.6,11562.05,11480.56,11540.91,0
2006-09-20,11542.28,11628.88,11542.2,11613.19,0
2006-09-21,11611.67,11630.56,11501.77,11533.23,0
2006-09-22,11532.91,11533.07,11474.56,11508.1,0
2006-09-25,11509.3,11616.48,11486.0,11575.81,0
2006-09-26,11575.73,11670.27,11567.65,11669.39,0
2006-09-27,11670.19,11720.77,11659.62,11689.24,0
2006-09-28,11689.4,11728.46,11660.42,11718.45,0
2006-09-29,11718.05,11741.99,11677.79,11679.07,0
2006-10-02,11678.99,11726.94,11658.66,11670.35,0
2006-10-03,11670.11,11758.95,11653.06,11727.34,0
2006-10-04,11722.94,11851.25,11707.49,11850.61,0
2006-10-05,11844.38,11870.06,11821.23,11866.69,0
2006-10-06,11865.49,11865.57,11800.5,11850.21,0
2006-10-09,11849.56,11872.94,11813.22,11857.81,0
2006-10-10,11857.73,11877.9,11829.71,11867.17,0
2006-10-11,11865.49,11875.98,11794.17,11852.13,0
2006-10-12,11854.13,11959.63,11854.05,11947.7,0
2006-10-13,11947.22,11960.51,11908.8,11960.51,0
2006-10-16,11961.31,11997.25,11945.54,11980.6,0
2006-10-17,11977.4,11979.08,11887.19,11950.02,0
2006-10-18,11947.62,12049.51,11947.62,11992.68,0
2006-10-19,11988.92,12027.74,11966.91,12011.73,0
2006-10-20,12013.01,12048.87,11941.94,12002.37,0
2006-10-23,12001.33,12125.16,11971.79,12116.91,0
2006-10-24,12116.51,12133.8,12079.05,12127.88,0
2006-10-25,12127.24,12147.97,12081.77,12134.68,0
2006-10-26,12134.84,12167.02,12096.1,12163.66,0
2006-10-27,12164.78,12164.86,12073.53,12090.26,0
2006-10-30,12089.14,12117.23,12049.92,12086.5,0
2006-10-31,12086.18,12113.39,12025.34,12080.73,0
2006-11-01,12080.25,12123.96,12007.17,12031.02,0
2006-11-02,12023.98,12032.55,11979.0,12018.54,0
2006-11-03,12018.3,12061.52,11965.31,11986.04,0
2006-11-06,11985.16,12117.71,11984.76,12105.55,0
2006-11-07,12104.75,12196.32,12101.06,12156.77,0
2006-11-08,12147.38,12193.75,12102.9,12176.54,0
2006-11-09,12174.7,12187.03,12090.1,12103.3,0
2006-11-10,12102.74,12127.08,12074.01,12108.43,0
2006-11-13,12097.7,12164.7,12084.81,12131.88,0
2006-11-14,12132.44,12228.01,12084.97,12218.01,0
2006-11-15,12214.37,12291.73,12205.76,12251.71,0
2006-11-16,12250.05,12325.91,12250.05,12305.82,0
2006-11-17,12304.62,12342.56,12277.4,12342.56,0
2006-11-20,12340.71,12355.23,12302.52,12316.54,0
2006-11-21,12312.13,12339.85,12296.03,12321.59,0
2006-11-22,12321.91,12361.0,12302.76,12326.95,0
2006-11-24,12321.71,12324.11,12258.86,12280.17,0
2006-11-27,12279.13,12279.53,12110.81,12121.71,0
2006-11-28,12118.94,12149.19,12072.6,12136.45,0
2006-11-29,12134.4,12240.67,12134.4,12226.73,0
2006-11-30,12226.73,12275.12,12162.48,12221.93,0
2006-12-01,12220.97,12248.04,12089.98,12194.13,0
2006-12-04,12195.57,12309.97,12195.57,12283.85,0
2006-12-05,12283.69,12335.37,12276.08,12331.6,0
2006-12-06,12328.72,12335.45,12294.83,12309.25,0
2006-12-07,12310.13,12360.76,12264.47,12278.41,0
2006-12-08,12278.41,12332.88,12243.08,12307.49,0
2006-12-11,12306.21,12354.59,12297.63,12328.48,0
2006-12-12,12328.24,12333.92,12252.05,12315.58,0
2006-12-13,12312.71,12368.61,12301.56,12317.5,0
2006-12-14,12317.5,12431.26,12307.01,12416.76,0
2006-12-15,12417.96,12486.3,12417.88,12445.52,0
2006-12-18,12446.24,12490.7,12428.94,12441.27,0
2006-12-19,12439.51,12491.91,12397.61,12471.32,0
2006-12-20,12471.32,12498.47,12456.58,12463.87,0
2006-12-21,12461.62,12483.73,12396.01,12421.25,0
2006-12-22,12413.08,12420.21,12341.7,12343.22,0
2006-12-26,12341.94,12418.2,12337.05,12407.63,0
2006-12-27,12408.43,12519.22,12407.79,12510.57,0
2006-12-28,12510.57,12529.88,12478.13,12501.52,0
2006-12-29,12500.48,12526.03,12451.13,12463.15,0
2007-01-03,12459.54,12580.35,12404.82,12474.52,0
2007-01-04,12473.16,12510.41,12403.86,12480.69,0
2007-01-05,12480.05,12480.13,12365.41,12398.01,0
2007-01-08,12392.01,12445.92,12337.37,12423.49,0
2007-01-09,12424.77,12466.43,12369.17,12416.6,0
2007-01-10,12417.0,12451.61,12355.63,12442.16,0
2007-01-11,12442.96,12544.46,12442.96,12514.98,0
2007-01-12,12514.66,12561.04,12489.66,12556.08,0
2007-01-16,12555.84,12585.08,12538.93,12582.59,0
2007-01-17,12571.46,12614.0,12550.55,12577.15,0
2007-01-18,12575.06,12611.91,12547.34,12567.93,0
2007-01-19,12567.93,12586.84,12523.55,12565.53,0
2007-01-22,12566.33,12572.58,12450.89,12477.16,0
2007-01-23,12477.81,12554.23,12468.35,12533.8,0
2007-01-24,12534.37,12623.45,12531.08,12621.77,0
2007-01-25,12621.77,12622.65,12487.34,12502.56,0
2007-01-26,12503.28,12539.09,12431.34,12487.02,0
2007-01-29,12487.1,12542.7,12481.49,12490.78,0
2007-01-30,12492.23,12538.45,12459.46,12523.31,0
2007-01-31,12520.03,12657.02,12505.2,12621.69,0
2007-02-01,12617.2,12682.57,12616.08,12673.68,0
2007-02-02,12673.84,12683.93,12638.35,12653.49,0
2007-02-05,12653.41,12681.21,12629.86,12661.74,0
2007-02-06,12661.66,12680.57,12633.94,12666.31,0
2007-02-07,12656.86,12700.28,12630.5,12666.87,0
2007-02-08,12665.67,12665.83,12575.86,12637.63,0
2007-02-09,12638.03,12675.68,12545.1,12580.83,0
2007-02-12,12580.11,12607.51,12536.21,12552.55,0
2007-02-13,12549.19,12658.22,12549.19,12654.85,0
2007-02-14,12651.29,12759.4,12651.21,12741.86,0
2007-02-15,12741.7,12779.03,12728.72,12765.01,0
2007-02-16,12764.13,12769.17,12744.02,12767.57,0
2007-02-20,12766.85,12795.93,12704.68,12786.64,0
2007-02-21,12782.87,12782.87,12707.17,12738.41,0
2007-02-22,12735.77,12763.73,12650.61,12686.02,0
2007-02-23,12679.89,12682.13,12628.02,12647.48,0
2007-02-26,12647.88,12697.23,12608.47,12632.26,0
2007-02-27,12628.9,12629.38,12086.06,12216.24,0
2007-02-28,12214.92,12353.47,12186.04,12268.63,0
2007-03-01,12265.59,12289.22,12059.54,12234.34,0
2007-03-02,12233.78,12247.4,12107.37,12114.1,0
2007-03-05,12111.61,12188.84,12039.11,12050.41,0
2007-03-06,12051.17,12224.41,12050.61,12207.59,0
2007-03-07,12204.46,12256.94,12178.99,12192.45,0
2007-03-08,12193.33,12303.64,12193.33,12260.7,0
2007-03-09,12262.06,12330.88,12228.5,12276.32,0
2007-03-12,12275.68,12349.95,12246.52,12318.62,0
2007-03-13,12307.49,12307.57,12071.48,12075.96,0
2007-03-14,12074.52,12142.94,11939.61,12133.4,0
2007-03-15,12133.16,12188.12,12105.92,12159.68,0
2007-03-16,12160.16,12190.36,12082.13,12110.41,0
2007-03-19,12110.41,12234.67,12110.41,12226.17,0
2007-03-20,12226.81,12294.03,12213.11,12288.1,0
2007-03-21,12288.98,12480.45,12263.51,12447.52,0
2007-03-22,12446.72,12476.28,12408.51,12461.14,0
2007-03-23,12460.5,12511.05,12448.65,12481.01,0
2007-03-26,12480.37,12486.78,12367.17,12469.07,0
2007-03-27,12468.59,12468.67,12377.27,12397.29,0
2007-03-28,12396.49,12396.49,12257.42,12300.36,0
2007-03-29,12301.48,12381.91,12267.59,12348.75,0
2007-03-30,12348.91,12416.68,12242.6,12354.35,0
2007-04-02,12354.52,12394.98,12324.28,12382.3,0
2007-04-03,12379.05,12534.27,12379.05,12510.3,0
2007-04-04,12511.36,12541.51,12495.75,12530.05,0
2007-04-05,12523.22,12572.47,12500.39,12560.2,0
2007-04-09,12562.64,12593.6,12555.32,12569.14,0
2007-04-10,12568.49,12588.56,12549.47,12573.85,0
2007-04-11,12573.12,12580.03,12455.85,12484.62,0
2007-04-12,12483.64,12557.35,12428.22,12552.96,0
2007-04-13,12551.91,12615.38,12530.21,12612.13,0
2007-04-16,12611.64,12731.18,12611.31,12720.46,0
2007-04-17,12719.56,12790.02,12707.45,12773.04,0
2007-04-18,12771.08,12838.46,12728.99,12803.84,0
2007-04-19,12799.77,12830.08,12734.92,12808.63,0
2007-04-20,12811.15,12966.29,12810.17,12961.98,0
2007-04-23,12961.49,12983.92,12916.63,12919.4,0
2007-04-24,12919.64,12989.86,12901.68,12953.94,0
2007-04-25,12951.42,13107.45,12951.42,13089.89,0
2007-04-26,13088.84,13132.8,13068.12,13105.5,0
2007-04-27,13104.04,13148.0,13073.4,13120.94,0
2007-04-30,13120.21,13162.06,13061.53,13062.91,0
2007-05-01,13062.75,13137.76,13041.3,13136.14,0
2007-05-02,13133.94,13256.33,13130.53,13211.88,0
2007-05-03,13206.65,13246.82,13196.03,13241.38,0
2007-05-04,13243.08,13284.53,13228.78,13264.62,0
2007-05-07,13264.13,13317.69,13260.8,13312.97,0
2007-05-08,13309.4,13314.43,13237.56,13309.07,0
2007-05-09,13300.62,13369.29,13278.35,13362.87,0
2007-05-10,13359.05,13359.13,13210.9,13215.13,0
2007-05-11,13212.2,13333.45,13212.04,13326.22,0
2007-05-14,13325.81,13383.76,13297.04,13346.78,0
2007-05-15,13346.05,13481.6,13339.47,13383.84,0
2007-05-16,13374.13,13489.57,13363.93,13487.53,0
2007-05-17,13486.96,13516.71,13447.79,13476.72,0
2007-05-18,13476.4,13558.48,13476.4,13556.53,0
2007-05-21,13556.53,13586.03,13529.14,13542.88,0
2007-05-22,13544.99,13586.68,13528.98,13539.95,0
2007-05-23,13540.84,13609.76,13505.17,13525.65,0
2007-05-24,13522.6,13624.55,13423.9,13441.13,0
2007-05-25,13441.94,13516.14,13440.07,13507.28,0
2007-05-29,13507.28,13564.66,13465.35,13521.34,0
2007-05-30,13517.89,13636.09,13456.73,13633.08,0
2007-05-31,13633.0,13673.07,13614.72,13627.64,0
2007-06-01,13628.69,13692.0,13624.39,13668.11,0
2007-06-04,13667.21,13690.38,13618.78,13676.32,0
2007-06-05,13673.19,13673.51,13551.0,13595.46,0
2007-06-06,13590.66,13591.07,13437.31,13465.67,0
2007-06-07,13463.48,13480.22,13259.82,13266.73,0
2007-06-08,13267.14,13431.22,13251.53,13424.39,0
2007-06-11,13423.74,13478.11,13381.64,13424.96,0
2007-06-12,13424.39,13449.5,13294.61,13295.01,0
2007-06-13,13287.62,13485.12,13287.62,13482.35,0
2007-06-14,13482.43,13581.61,13479.35,13553.72,0
2007-06-15,13556.65,13688.66,13556.49,13639.48,0
2007-06-18,13639.0,13667.94,13608.76,13612.98,0
2007-06-19,13611.68,13652.17,13577.22,13635.42,0
2007-06-20,13636.56,13674.36,13483.25,13489.42,0
2007-06-21,13486.66,13564.21,13398.87,13545.84,0
2007-06-22,13545.03,13545.11,13359.69,13360.26,0
2007-06-25,13360.09,13488.77,13299.78,13352.05,0
2007-06-26,13352.37,13452.52,13308.72,13337.66,0
2007-06-27,13336.93,13433.01,13259.86,13427.73,0
2007-06-28,13427.48,13498.29,13389.28,13422.28,0
2007-06-29,13422.61,13524.54,13314.0,13408.62,0
2007-07-02,13409.6,13537.87,13409.52,13535.43,0
2007-07-03,13531.53,13591.69,13531.53,13577.3,0
2007-07-05,13576.24,13580.06,13513.49,13565.84,0
2007-07-06,13559.01,13633.63,13537.95,13611.68,0
2007-07-09,13612.66,13670.46,13609.0,13649.97,0
2007-07-10,13648.59,13649.24,13496.17,13501.7,0
2007-07-11,13500.4,13590.95,13474.79,13577.87,0
2007-07-12,13579.33,13869.94,13579.17,13861.73,0
2007-07-13,13859.86,13932.29,13845.88,13907.25,0
2007-07-16,13907.09,13989.11,13894.98,13950.98,0
2007-07-17,13951.96,14021.95,13942.85,13971.55,0
2007-07-18,13955.05,13965.94,13823.6,13918.22,0
2007-07-19,13918.79,14015.85,13918.79,14000.41,0
2007-07-20,14000.73,14009.27,13797.67,13851.08,0
2007-07-23,13851.73,13973.99,13851.73,13943.42,0
2007-07-24,13940.9,13940.99,13701.59,13716.95,0
2007-07-25,13718.25,13822.22,13674.84,13785.07,0
2007-07-26,13783.12,13783.45,13335.3,13473.57,0
2007-07-27,13472.68,13520.8,13265.47,13265.47,0
2007-07-30,13266.21,13397.73,13219.14,13358.31,0
2007-07-31,13360.66,13498.53,13199.79,13211.99,0
2007-08-01,13211.09,13393.02,13132.65,13362.37,0
2007-08-02,13357.82,13503.33,13350.42,13463.33,0
2007-08-03,13462.25,13471.79,13175.24,13181.91,0
2007-08-06,13183.13,13470.16,13158.58,13468.78,0
2007-08-07,13467.72,13608.11,13347.17,13504.3,0
2007-08-08,13497.23,13695.82,13484.79,13657.86,0
2007-08-09,13652.33,13652.33,13270.68,13270.68,0
2007-08-10,13270.59,13306.52,13057.86,13239.54,0
2007-08-13,13238.24,13338.15,13219.46,13236.53,0
2007-08-14,13235.72,13269.78,13018.27,13028.92,0
2007-08-15,13021.93,13119.32,12834.24,12861.47,0
2007-08-16,12859.52,12885.85,12517.94,12845.78,0
2007-08-17,12848.05,13167.68,12847.81,13079.08,0
2007-08-20,13078.51,13181.66,12982.75,13121.35,0
2007-08-21,13120.05,13178.33,13052.17,13090.86,0
2007-08-22,13088.26,13248.08,13088.26,13236.13,0
2007-08-23,13237.27,13298.64,13169.15,13235.88,0
2007-08-24,13231.78,13381.47,13208.65,13378.87,0
2007-08-27,13377.16,13387.33,13305.55,13322.13,0
2007-08-28,13318.43,13318.6,13034.78,13041.85,0
2007-08-29,13043.07,13293.44,13043.07,13289.29,0
2007-08-30,13287.91,13315.14,13184.59,13238.73,0
2007-08-31,13240.84,13428.95,13240.84,13357.74,0
2007-09-04,13358.39,13494.06,13317.5,13448.86,0
2007-09-05,13442.85,13443.17,13248.24,13305.47,0
2007-09-06,13306.44,13398.71,13274.82,13363.35,0
2007-09-07,13360.74,13360.83,13082.17,13113.38,0
2007-09-10,13116.39,13207.19,13021.93,13127.85,0
2007-09-11,13129.4,13325.95,13129.15,13308.39,0
2007-09-12,13298.31,13360.01,13263.03,13291.65,0
2007-09-13,13292.38,13469.27,13292.38,13424.88,0
2007-09-14,13421.39,13459.75,13323.84,13442.52,0
2007-09-17,13441.95,13451.54,13362.37,13403.42,0
2007-09-18,13403.18,13739.96,13403.18,13739.39,0
2007-09-19,13740.61,13867.5,13739.88,13815.56,0
2007-09-20,13813.52,13822.14,13741.01,13766.7,0
2007-09-21,13768.33,13877.17,13768.25,13820.19,0
2007-09-24,13821.57,13874.41,13750.93,13759.06,0
2007-09-25,13757.84,13787.19,13696.31,13778.65,0
2007-09-26,13779.3,13915.79,13779.3,13878.15,0
2007-09-27,13879.53,13920.42,13868.15,13912.94,0
2007-09-28,13912.94,13924.81,13850.27,13895.63,0
2007-10-01,13895.71,14115.51,13893.51,14087.55,0
2007-10-02,14087.14,14107.47,14012.11,14047.31,0
2007-10-03,14038.86,14038.94,13947.73,13968.05,0
2007-10-04,13967.89,14010.41,13951.63,13974.31,0
2007-10-05,13969.07,14124.54,13968.83,14066.01,0
2007-10-08,14065.36,14067.96,14009.67,14043.73,0
2007-10-09,14043.73,14166.97,14034.39,14164.53,0
2007-10-10,14165.02,14165.02,14009.51,14078.69,0
2007-10-11,14079.1,14198.1,13950.25,14015.12,0
2007-10-12,14016.34,14101.77,14013.74,14093.08,0
2007-10-15,14092.43,14118.52,13904.32,13984.8,0
2007-10-16,13986.34,13992.03,13877.9,13912.94,0
2007-10-17,13920.66,14012.84,13774.67,13892.54,0
2007-10-18,13887.9,13913.75,13820.35,13888.96,0
2007-10-19,13888.47,13888.47,13511.94,13522.02,0
2007-10-22,13521.62,13587.22,13407.49,13566.97,0
2007-10-23,13568.93,13684.6,13540.88,13676.23,0
2007-10-24,13675.58,13690.45,13470.16,13675.25,0
2007-10-25,13677.85,13741.26,13547.63,13671.92,0
2007-10-26,13675.66,13811.25,13675.25,13806.7,0
2007-10-29,13807.35,13901.4,13805.31,13870.26,0
2007-10-30,13869.04,13869.29,13778.41,13792.47,0
2007-10-31,13792.06,13962.53,13767.68,13930.01,0
2007-11-01,13924.16,13924.16,13548.93,13567.87,0
2007-11-02,13569.9,13632.9,13446.02,13595.1,0
2007-11-05,13592.58,13618.27,13446.91,13543.4,0
2007-11-06,13542.34,13669.72,13511.86,13660.94,0
2007-11-07,13646.72,13647.29,13285.63,13300.02,0
2007-11-08,13299.7,13354.0,13079.48,13266.29,0
2007-11-09,13261.17,13262.14,13017.3,13042.74,0
2007-11-12,13039.16,13162.64,12981.04,12987.55,0
2007-11-13,12975.11,13319.45,12975.11,13307.09,0
2007-11-14,13305.47,13367.17,13197.84,13231.01,0
2007-11-15,13230.68,13262.14,13055.83,13110.05,0
2007-11-16,13109.48,13211.17,13050.55,13176.79,0
2007-11-19,13176.3,13176.3,12937.63,12958.44,0
2007-11-20,12955.92,13107.37,12839.68,13010.14,0
2007-11-21,13006.65,13007.71,12786.03,12799.04,0
2007-11-23,12796.07,12980.88,12796.07,12980.88,0
2007-11-26,12979.99,13037.3,12724.09,12743.44,0
2007-11-27,12744.78,12991.85,12744.78,12958.44,0
2007-11-28,12958.04,13325.87,12958.04,13289.45,0
2007-11-29,13287.91,13346.27,13214.75,13311.73,0
2007-11-30,13314.25,13466.99,13281.65,13371.72,0
2007-12-03,13368.22,13407.24,13296.28,13314.57,0
2007-12-04,13311.24,13316.28,13237.59,13248.73,0
2007-12-05,13244.01,13460.24,13244.01,13444.96,0
2007-12-06,13445.85,13632.9,13426.18,13619.89,0
2007-12-07,13618.27,13668.1,13601.36,13625.58,0
2007-12-10,13623.55,13754.02,13623.55,13727.03,0
2007-12-11,13726.87,13780.11,13413.74,13432.77,0
2007-12-12,13434.8,13704.52,13321.64,13473.9,0
2007-12-13,13473.98,13527.63,13353.92,13517.96,0
2007-12-14,13515.11,13515.36,13332.13,13339.85,0
2007-12-17,13339.2,13339.45,13158.42,13167.2,0
2007-12-18,13168.66,13279.46,13092.0,13232.47,0
2007-12-19,13231.98,13300.43,13146.79,13207.27,0
2007-12-20,13206.46,13288.4,13153.62,13245.64,0
2007-12-21,13241.66,13473.98,13241.57,13450.65,0
2007-12-24,13450.73,13563.48,13449.27,13549.33,0
2007-12-26,13547.95,13563.32,13492.68,13551.69,0
2007-12-27,13549.17,13551.04,13349.28,13359.61,0
2007-12-28,13361.23,13451.38,13298.15,13365.87,0
2007-12-31,13364.16,13364.73,13246.53,13264.82,0
2008-01-02,13261.82,13279.54,12991.37,13043.96,0
2008-01-03,13044.12,13137.93,13023.56,13056.72,0
2008-01-04,13046.56,13046.72,12789.04,12800.18,0
2008-01-07,12801.15,12884.15,12733.84,12827.49,0
2008-01-08,12820.9,12906.42,12565.41,12589.07,0
2008-01-09,12590.21,12738.64,12501.76,12735.31,0
2008-01-10,12733.11,12931.29,12632.15,12853.09,0
2008-01-11,12850.74,12851.14,12543.87,12606.3,0
2008-01-14,12613.78,12794.57,12613.7,12778.15,0
2008-01-15,12777.5,12777.5,12488.76,12501.11,0
2008-01-16,12476.81,12613.13,12392.27,12466.16,0
2008-01-17,12467.05,12517.61,12125.56,12159.21,0
2008-01-18,12159.94,12341.54,12022.48,12099.3,0
2008-01-22,12092.72,12092.72,11634.82,11971.19,0
2008-01-23,11969.08,12276.67,11644.81,12270.17,0
2008-01-24,12272.69,12399.18,12241.8,12378.61,0
2008-01-25,12391.7,12486.89,12183.68,12207.17,0
2008-01-28,12205.71,12386.01,12112.14,12383.89,0
2008-01-29,12385.19,12503.15,12346.99,12480.3,0
2008-01-30,12480.14,12681.41,12406.17,12442.83,0
2008-01-31,12438.28,12702.38,12249.93,12650.36,0
2008-02-01,12638.17,12767.74,12602.32,12743.19,0
2008-02-04,12743.11,12749.78,12621.83,12635.16,0
2008-02-05,12631.85,12631.93,12264.07,12265.13,0
2008-02-06,12257.25,12390.32,12178.15,12200.1,0
2008-02-07,12196.2,12332.52,12120.44,12247.0,0
2008-02-08,12248.47,12281.88,12103.37,12182.13,0
2008-02-11,12181.89,12252.12,12069.47,12240.01,0
2008-02-12,12241.56,12469.41,12241.56,12373.41,0
2008-02-13,12368.12,12573.13,12367.8,12552.24,0
2008-02-14,12551.51,12557.61,12361.46,12376.98,0
2008-02-15,12376.66,12376.66,12278.62,12348.21,0
2008-02-19,12349.59,12505.25,12304.08,12337.22,0
2008-02-20,12333.31,12464.06,12227.72,12427.26,0
2008-02-21,12426.85,12503.46,12247.34,12284.3,0
2008-02-22,12281.09,12397.79,12155.26,12381.02,0
2008-02-25,12380.77,12584.62,12341.04,12570.22,0
2008-02-26,12569.48,12734.18,12512.41,12684.92,0
2008-02-27,12683.54,12756.56,12609.37,12694.28,0
2008-02-28,12689.28,12689.44,12536.43,12582.18,0
2008-02-29,12579.58,12580.15,12223.57,12266.39,0
2008-03-03,12264.36,12281.37,12161.05,12258.9,0
2008-03-04,12259.14,12259.23,12032.42,12213.8,0
2008-03-05,12204.93,12349.67,12140.53,12254.99,0
2008-03-06,12254.59,12254.59,12026.07,12040.39,0
2008-03-07,12039.09,12094.21,11819.69,11893.69,0
2008-03-10,11893.04,11926.5,11731.6,11740.15,0
2008-03-11,11741.33,12160.8,11741.01,12156.81,0
2008-03-12,12148.61,12303.35,12092.25,12110.24,0
2008-03-13,12096.49,12215.35,11875.78,12145.74,0
2008-03-14,12146.39,12193.61,11832.72,11951.09,0
2008-03-17,11946.45,12076.22,11756.6,11972.25,0
2008-03-18,11975.92,12392.66,11975.84,12392.66,0
2008-03-19,12391.52,12461.53,12095.1,12099.66,0
2008-03-20,12102.43,12378.74,12097.87,12361.32,0
2008-03-24,12361.97,12622.07,12361.97,12548.64,0
2008-03-25,12547.34,12571.84,12449.08,12532.6,0
2008-03-26,12531.79,12531.95,12376.7,12422.86,0
