date,p_day,buy_level,sell_level,gate,reward,cum_equity
2019-02-11,0.2252559691452385,0.25,0.4,FORCE_BUY,0.0,1.0
2019-02-12,0.3170326024104981,0.1,0.25,FORCE_SELL,0.0,1.0
2019-02-13,0.320808920771755,0.1,0.25,FORCE_SELL,0.0,1.0
2019-02-14,0.3310674177098879,0.25,0.4,FREE,0.0,1.0
2019-02-15,0.2234468940569597,0.25,0.5,FORCE_BUY,0.0,1.0
2019-02-19,0.3015177699301393,0.15,0.3,FORCE_SELL,0.0,1.0
2019-02-20,0.2840812029130627,0.2,0.35,FREE,0.0,1.0
2019-02-21,0.3077368191808068,0.2,0.3,FORCE_SELL,0.0,1.0
2019-02-22,0.3744789301497976,0.15,0.3,FORCE_SELL,0.0,1.0
2019-02-25,0.4397886271728892,0.25,0.5,FREE,0.0,1.0
2019-02-26,0.3085606798992164,0.1,0.25,FORCE_SELL,0.0,1.0
2019-02-27,0.2949267585776537,0.2,0.35,FREE,0.0,1.0
2019-02-28,0.2774738691706663,0.25,0.4,FREE,0.0,1.0
2019-03-01,0.2628118428025597,0.2,0.3,FREE,0.0,1.0
2019-03-04,0.4015627371029835,0.1,0.25,FORCE_SELL,0.0,1.0
2019-03-05,0.3210969224517953,0.15,0.3,FORCE_SELL,0.0,1.0
2019-03-06,0.3711181067827534,0.2,0.35,FORCE_SELL,0.0,1.0
2019-03-07,0.3227753306079292,0.2,0.3,FORCE_SELL,0.0,1.0
2019-03-08,0.2703057726185572,0.25,0.4,FREE,0.0,1.0
2019-03-11,0.2468709618577344,0.25,0.5,FORCE_BUY,0.0,1.0
2019-03-12,0.3207165318817704,0.2,0.3,FORCE_SELL,0.0,1.0
2019-03-13,0.2232944510131999,0.25,0.4,FORCE_BUY,0.0,1.0
2019-03-14,0.2303073376648051,0.2,0.35,FREE,0.0,1.0
2019-03-15,0.2210826618934524,0.25,0.4,FORCE_BUY,0.0,1.0
2019-03-18,0.1517237467692442,0.1,0.25,FREE,0.0,1.0
2019-03-19,0.2191137687801634,0.25,0.5,FORCE_BUY,0.0,1.0
2019-03-20,0.1968333954543039,0.15,0.3,FREE,0.0,1.0
2019-03-21,0.1595666996586636,0.15,0.3,FREE,0.0,1.0
2019-03-22,0.2453162279363827,0.2,0.3,FREE,0.0,1.0
2019-03-25,0.1690659034872288,0.1,0.25,FREE,0.0,1.0
2019-03-26,0.1481275081643495,0.25,0.5,FORCE_BUY,0.0,1.0
2019-03-27,0.1731492254972739,0.2,0.35,FORCE_BUY,0.0,1.0
2019-03-28,0.1245182140361597,0.25,0.4,FORCE_BUY,0.0,1.0
2019-03-29,0.152302645970119,0.15,0.3,FREE,0.0,1.0
2019-04-01,0.1891600456867543,0.25,0.4,FORCE_BUY,0.0,1.0
2019-04-02,0.1723995620286093,0.1,0.25,FREE,0.0,1.0
2019-04-03,0.2455981227100888,0.2,0.35,FREE,0.0,1.0
2019-04-04,0.1366660191735007,0.2,0.3,FORCE_BUY,0.0,1.0
2019-04-05,0.2209867535838026,0.25,0.5,FORCE_BUY,0.0,1.0
2019-04-08,0.1770673343220382,0.1,0.25,FREE,0.0,1.0
2019-04-09,0.212300768726656,0.25,0.4,FORCE_BUY,0.0,1.0
2019-04-10,0.1955295246833483,0.2,0.3,FORCE_BUY,0.0,1.0
2019-04-11,0.1836760510547763,0.15,0.3,FREE,0.0,1.0
2019-04-12,0.2246270503109226,0.25,0.5,FORCE_BUY,0.0,1.0
2019-04-15,0.1870415706234409,0.2,0.35,FORCE_BUY,0.0,1.0
2019-04-16,0.2691454965421039,0.25,0.4,FREE,0.0,1.0
2019-04-17,0.2760289641356898,0.2,0.3,FREE,0.0,1.0
2019-04-18,0.2168176441419995,0.15,0.3,FREE,0.0,1.0
2019-04-22,0.2039803728246891,0.1,0.25,FREE,0.0,1.0
2019-04-23,0.2497390425943721,0.2,0.35,FREE,0.0,1.0
2019-04-24,0.2440245781846873,0.25,0.5,FORCE_BUY,0.0,1.0
2019-04-25,0.2197122832658807,0.25,0.4,FORCE_BUY,0.0,1.0
2019-04-26,0.262357395919605,0.15,0.3,FREE,0.0,1.0
2019-04-29,0.2505634374898178,0.1,0.25,FORCE_SELL,0.0,1.0
2019-04-30,0.2480879049266894,0.15,0.3,FREE,0.0,1.0
2019-05-01,0.2367852905874153,0.25,0.5,FORCE_BUY,0.0,1.0
2019-05-02,0.2202584431256697,0.2,0.3,FREE,0.0,1.0
2019-05-03,0.2307004925995876,0.2,0.35,FREE,0.0,1.0
2019-05-06,0.2396803849315825,0.25,0.5,FORCE_BUY,0.0,1.0
2019-05-07,0.2424740330836412,0.25,0.4,FORCE_BUY,0.0,1.0
2019-05-08,0.2191654830940463,0.2,0.3,FREE,0.0,1.0
2019-05-09,0.2116787749282562,0.1,0.25,FREE,0.0,1.0
2019-05-10,0.2114237871335517,0.15,0.3,FREE,0.0,1.0
2019-05-13,0.2244147839648467,0.2,0.35,FREE,0.0,1.0
2019-05-14,0.1839602887073404,0.25,0.5,FORCE_BUY,0.0,1.0
2019-05-15,0.1985378491233206,0.25,0.4,FORCE_BUY,0.0,1.0
2019-05-16,0.1865406322594642,0.2,0.35,FORCE_BUY,0.0,1.0
2019-05-17,0.2106256506585539,0.1,0.25,FREE,0.0,1.0
2019-05-20,0.19165944004088,0.25,0.5,FORCE_BUY,0.0,1.0
2019-05-21,0.1759138409200432,0.15,0.3,FREE,0.0,1.0
2019-05-22,0.2023493195462224,0.2,0.3,FREE,0.0,1.0
2019-05-23,0.2321542595072241,0.25,0.4,FORCE_BUY,0.0,1.0
2019-05-24,0.1775948079841195,0.2,0.35,FORCE_BUY,0.0,1.0
2019-05-28,0.197495800737757,0.15,0.3,FREE,0.0,1.0
2019-05-29,0.1958078920156936,0.25,0.5,FORCE_BUY,0.0,1.0
2019-05-30,0.1898944547267514,0.1,0.25,FREE,0.0,1.0
2019-05-31,0.2407299727650385,0.2,0.3,FREE,0.0,1.0
2019-06-03,0.2176760476601336,0.1,0.25,FREE,0.0,1.0
2019-06-04,0.2074273471200751,0.15,0.3,FREE,0.0,1.0
2019-06-05,0.2075744574812871,0.2,0.35,FREE,0.0,1.0
2019-06-06,0.205428821451884,0.25,0.4,FORCE_BUY,0.0,1.0
2019-06-07,0.2214231494424933,0.25,0.5,FORCE_BUY,0.0,1.0
2019-06-10,0.1976192525106122,0.2,0.3,FORCE_BUY,0.0,1.0
2019-06-11,0.2290634689521202,0.15,0.3,FREE,0.0,1.0
2019-06-12,0.2045420563469145,0.2,0.35,FREE,0.0,1.0
2019-06-13,0.2018088837648991,0.1,0.25,FREE,0.0,1.0
2019-06-14,0.1884044650353029,0.2,0.3,FORCE_BUY,0.0,1.0
2019-06-17,0.1643023195669499,0.25,0.5,FORCE_BUY,0.0,1.0
2019-06-18,0.1702022633066627,0.25,0.4,FORCE_BUY,0.0,1.0
2019-06-19,0.1947595584520336,0.15,0.3,FREE,0.0,1.0
2019-06-20,0.1851811917505738,0.2,0.3,FORCE_BUY,0.0,1.0
2019-06-21,0.182974678333335,0.2,0.35,FORCE_BUY,0.0,1.0
2019-06-24,0.1735194373351269,0.1,0.25,FREE,0.0,1.0
2019-06-25,0.1718650106900359,0.25,0.5,FORCE_BUY,0.0,1.0
2019-06-26,0.1581689293938404,0.25,0.4,FORCE_BUY,0.0,1.0
2019-06-27,0.1764327282807108,0.15,0.3,FREE,0.0,1.0
2019-06-28,0.1929641842320208,0.2,0.3,FORCE_BUY,0.0,1.0
2019-07-01,0.2039638437054235,0.25,0.4,FORCE_BUY,0.0,1.0
2019-07-02,0.2151384593307226,0.25,0.5,FORCE_BUY,0.0,1.0
2019-07-03,0.1970599651938624,0.1,0.25,FREE,0.0,1.0
2019-07-05,0.2142659665758199,0.2,0.35,FREE,0.0,1.0
2019-07-08,0.2027318837964385,0.25,0.4,FORCE_BUY,0.0,1.0
2019-07-09,0.2197068899569248,0.1,0.25,FREE,0.0,1.0
2019-07-10,0.2399734012412802,0.2,0.3,FREE,0.0,1.0
2019-07-11,0.2134985772986543,0.25,0.5,FORCE_BUY,0.0,1.0
2019-07-12,0.2321140175476463,0.15,0.3,FREE,0.0,1.0
2019-07-15,0.2322761854299612,0.2,0.35,FREE,0.0,1.0
2019-07-16,0.2031371627510488,0.25,0.4,FORCE_BUY,0.0,1.0
2019-07-17,0.2315844077156539,0.1,0.25,FREE,0.0,1.0
2019-07-18,0.2408745365138467,0.25,0.5,FORCE_BUY,0.0,1.0
2019-07-19,0.2081968958857534,0.15,0.3,FREE,0.0,1.0
2019-07-22,0.2164605792901675,0.2,0.35,FREE,0.0,1.0
2019-07-23,0.2222198970743404,0.2,0.3,FREE,0.0,1.0
2019-07-24,0.2270616827580681,0.25,0.4,FORCE_BUY,0.0,1.0
2019-07-25,0.2065478566925637,0.1,0.25,FREE,0.0,1.0
2019-07-26,0.2285552014829853,0.15,0.3,FREE,0.0,1.0
2019-07-29,0.2116914967858701,0.25,0.5,FORCE_BUY,0.0,1.0
2019-07-30,0.2040365125219117,0.2,0.35,FREE,0.0,1.0
2019-07-31,0.2428667674631683,0.2,0.3,FREE,0.0,1.0
2019-08-01,0.3381759386050285,0.25,0.4,FREE,0.0,1.0
2019-08-02,0.2437132030165432,0.1,0.25,FREE,0.0,1.0
2019-08-05,0.2630159615714263,0.2,0.35,FREE,0.0,1.0
2019-08-06,0.2268836401453408,0.25,0.5,FORCE_BUY,0.0,1.0
2019-08-07,0.2197684059933088,0.15,0.3,FREE,0.0,1.0
2019-08-08,0.2223157906458031,0.2,0.3,FREE,0.0,1.0
2019-08-09,0.2129603858713769,0.25,0.5,FORCE_BUY,0.0,1.0
2019-08-12,0.2251083957998786,0.1,0.25,FREE,0.0,1.0
2019-08-13,0.2015630619318527,0.15,0.3,FREE,0.0,1.0
2019-08-14,0.2132227059462968,0.25,0.4,FORCE_BUY,0.0,1.0
2019-08-15,0.2214490973963827,0.2,0.35,FREE,0.0,1.0
2019-08-16,0.2262012474147912,0.2,0.3,FREE,0.0,1.0
2019-08-19,0.2260437121038566,0.15,0.3,FREE,0.0,1.0
2019-08-20,0.2010936770557914,0.25,0.5,FORCE_BUY,0.0,1.0
2019-08-21,0.2174046857969152,0.1,0.25,FREE,0.0,1.0
2019-08-22,0.2098756317904531,0.25,0.4,FORCE_BUY,0.0,1.0
2019-08-23,0.2274411386137474,0.2,0.35,FREE,0.0,1.0
2019-08-26,0.2027952344210007,0.2,0.3,FREE,0.0,1.0
2019-08-27,0.2077755067169219,0.25,0.5,FORCE_BUY,0.0,1.0
2019-08-28,0.2090255152972572,0.15,0.3,FREE,0.0,1.0
2019-08-29,0.2149110776774732,0.1,0.25,FREE,0.0,1.0
2019-08-30,0.2268685601000457,0.25,0.4,FORCE_BUY,0.0,1.0
2019-09-03,0.216894806304985,0.2,0.3,FREE,0.0,1.0
2019-09-04,0.2318127440710649,0.2,0.35,FREE,0.0,1.0
2019-09-05,0.2599949621361668,0.25,0.5,FREE,0.0,1.0
2019-09-06,0.2570133384799081,0.15,0.3,FREE,0.0,1.0
2019-09-09,0.2588381861797391,0.1,0.25,FORCE_SELL,0.0,1.0
2019-09-10,0.2194876316108644,0.2,0.3,FREE,0.0,1.0
2019-09-11,0.2185449944564658,0.2,0.35,FREE,0.0,1.0
2019-09-12,0.2147058615766067,0.1,0.25,FREE,0.0,1.0
2019-09-13,0.2038995620613897,0.25,0.4,FORCE_BUY,0.0,1.0
2019-09-16,0.2092679221768,0.25,0.4,FORCE_BUY,0.0,1.0
2019-09-17,0.2132059226931774,0.2,0.3,FREE,0.0,1.0
2019-09-18,0.214624740838451,0.2,0.35,FREE,0.0,1.0
2019-09-19,0.205523482116268,0.25,0.5,FORCE_BUY,0.0,1.0
2019-09-20,0.2046328478756952,0.25,0.4,FORCE_BUY,0.0,1.0
2019-09-23,0.1994635058197298,0.2,0.35,FORCE_BUY,0.0,1.0
2019-09-24,0.2105986341519387,0.15,0.3,FREE,0.0,1.0
2019-09-25,0.2144195324030545,0.2,0.3,FREE,0.0,1.0
2019-09-26,0.2136517172775764,0.1,0.25,FREE,0.0,1.0
2019-09-27,0.215513156190986,0.25,0.5,FORCE_BUY,0.0,1.0
2019-09-30,0.2116123287700709,0.25,0.4,FORCE_BUY,0.0,1.0
2019-10-01,0.2278299291238906,0.15,0.3,FREE,0.0,1.0
2019-10-02,0.2372514358513767,0.2,0.3,FREE,0.0,1.0
2019-10-03,0.2486012313606495,0.1,0.25,FREE,0.0,1.0
2019-10-04,0.2384011695158439,0.2,0.35,FREE,0.0,1.0
2019-10-07,0.2255866366342213,0.25,0.5,FORCE_BUY,0.0,1.0
2019-10-08,0.236030579151088,0.25,0.4,FORCE_BUY,0.0,1.0
2019-10-09,0.2283813816357426,0.15,0.3,FREE,0.0,1.0
2019-10-10,0.2359086454879002,0.2,0.3,FREE,0.0,1.0
2019-10-11,0.2282650455243094,0.2,0.35,FREE,0.0,1.0
2019-10-14,0.2206014989770469,0.1,0.25,FREE,0.0,1.0
2019-10-15,0.2033267048709957,0.2,0.35,FREE,0.0,1.0
2019-10-16,0.2025092890850416,0.1,0.25,FREE,0.0,1.0
2019-10-17,0.2382705786798532,0.25,0.5,FORCE_BUY,0.0,1.0
2019-10-18,0.2686925269400124,0.15,0.3,FREE,0.0,1.0
2019-10-21,0.2096954063580034,0.25,0.4,FORCE_BUY,0.0,1.0
2019-10-22,0.2755453315052952,0.2,0.3,FREE,0.0,1.0
2019-10-23,0.2119852964144596,0.25,0.4,FORCE_BUY,0.0,1.0
2019-10-24,0.2478797538633047,0.25,0.5,FORCE_BUY,0.0,1.0
2019-10-25,0.2608378951156437,0.2,0.35,FREE,0.0,1.0
2019-10-28,0.237785184603936,0.1,0.25,FREE,0.0,1.0
2019-10-29,0.2223920545609908,0.15,0.3,FREE,0.0,1.0
2019-10-30,0.2256542933450331,0.2,0.3,FREE,0.0,1.0
2019-10-31,0.2084593167311592,0.25,0.4,FORCE_BUY,0.0,1.0
2019-11-01,0.1753369369555645,0.2,0.3,FORCE_BUY,0.0,1.0
2019-11-04,0.2279529487735418,0.25,0.5,FORCE_BUY,0.0,1.0
2019-11-05,0.2241616645771014,0.1,0.25,FREE,0.0,1.0
2019-11-06,0.1829038545108505,0.2,0.35,FORCE_BUY,0.0,1.0
2019-11-07,0.266460762220222,0.15,0.3,FREE,0.0,1.0
2019-11-08,0.1980074757296339,0.15,0.3,FREE,0.0,1.0
2019-11-11,0.1761742390905939,0.2,0.3,FORCE_BUY,0.0,1.0
2019-11-12,0.2340327621072202,0.25,0.4,FORCE_BUY,0.0,1.0
2019-11-13,0.221673038070731,0.25,0.5,FORCE_BUY,0.0,1.0
2019-11-14,0.2251087160679653,0.2,0.35,FREE,0.0,1.0
2019-11-15,0.2319683445454086,0.1,0.25,FREE,0.0,1.0
2019-11-18,0.2479673187228541,0.25,0.4,FORCE_BUY,0.0,1.0
2019-11-19,0.2176139131374095,0.2,0.3,FREE,0.0,1.0
2019-11-20,0.2097768747793288,0.25,0.5,FORCE_BUY,0.0,1.0
2019-11-21,0.2051097533490131,0.15,0.3,FREE,0.0,1.0
2019-11-22,0.1947997605700634,0.1,0.25,FREE,0.0,1.0
2019-11-25,0.1940260021923019,0.2,0.35,FORCE_BUY,0.0,1.0
2019-11-26,0.1950483377795938,0.15,0.3,FREE,0.0,1.0
2019-11-27,0.1929287786251546,0.1,0.25,FREE,0.0,1.0
2019-11-29,0.2139650679039016,0.25,0.4,FORCE_BUY,0.0,1.0
2019-12-02,0.2546247472378897,0.2,0.3,FREE,0.0,1.0
2019-12-03,0.221185274842329,0.25,0.5,FORCE_BUY,0.0,1.0
2019-12-04,0.1929122894117471,0.2,0.35,FORCE_BUY,0.0,1.0
2019-12-05,0.1839522207829153,0.15,0.3,FREE,0.0,1.0
2019-12-06,0.1903576688565732,0.2,0.3,FORCE_BUY,0.0,1.0
2019-12-09,0.2172438671604185,0.2,0.35,FREE,0.0,1.0
2019-12-10,0.2015045316019508,0.25,0.5,FORCE_BUY,0.0,1.0
2019-12-11,0.1849901212868916,0.1,0.25,FREE,0.0,1.0
2019-12-12,0.2412900667234473,0.25,0.4,FORCE_BUY,0.0,1.0
2019-12-13,0.2063468606640131,0.1,0.25,FREE,0.0,1.0
2019-12-16,0.2092067771955046,0.2,0.35,FREE,0.0,1.0
2019-12-17,0.2149656386119351,0.25,0.5,FORCE_BUY,0.0,1.0
2019-12-18,0.221224950710341,0.15,0.3,FREE,0.0,1.0
2019-12-19,0.1947366608795634,0.25,0.4,FORCE_BUY,0.0,1.0
2019-12-20,0.2152168866972999,0.2,0.3,FREE,0.0,1.0
2019-12-23,0.201926827961561,0.15,0.3,FREE,0.0,1.0
2019-12-24,0.2008251532048858,0.2,0.3,FREE,0.0,1.0
2019-12-26,0.1798799435874194,0.25,0.5,FORCE_BUY,0.0,1.0
2019-12-27,0.1881734151321466,0.25,0.4,FORCE_BUY,0.0,1.0
2019-12-30,0.2002731234351508,0.2,0.35,FREE,0.0,1.0
2019-12-31,0.1882295544249669,0.1,0.25,FREE,0.0,1.0
2020-01-02,0.1925897483713031,0.15,0.3,FREE,0.0,1.0
2020-01-03,0.195229774537037,0.2,0.3,FORCE_BUY,0.0,1.0
2020-01-06,0.1986617158778712,0.25,0.4,FORCE_BUY,0.0,1.0
2020-01-07,0.1864017985190711,0.2,0.35,FORCE_BUY,0.0,1.0
2020-01-08,0.2072398424275303,0.1,0.25,FREE,0.0,1.0
2020-01-09,0.1789567405146212,0.25,0.5,FORCE_BUY,0.0,1.0
2020-01-10,0.1995785595366653,0.15,0.3,FREE,0.0,1.0
2020-01-13,0.1861443068137424,0.2,0.3,FORCE_BUY,0.0,1.0
2020-01-14,0.1911220567883812,0.25,0.4,FORCE_BUY,0.0,1.0
2020-01-15,0.1967235082993971,0.2,0.35,FORCE_BUY,0.0,1.0
2020-01-16,0.1965438248908066,0.1,0.25,FREE,0.0,1.0
2020-01-17,0.187820224182257,0.25,0.5,FORCE_BUY,0.0,1.0
2020-01-21,0.1917828731304354,0.15,0.3,FREE,0.0,1.0
2020-01-22,0.202707776968439,0.2,0.3,FREE,0.0,1.0
2020-01-23,0.1919173472021655,0.25,0.4,FORCE_BUY,0.0,1.0
2020-01-24,0.2119869720126425,0.25,0.5,FORCE_BUY,0.0,1.0
2020-01-27,0.2065138929553825,0.1,0.25,FREE,0.0,1.0
2020-01-28,0.1899009873834486,0.2,0.35,FORCE_BUY,0.0,1.0
2020-01-29,0.1943181576373169,0.15,0.3,FREE,0.0,1.0
2020-01-30,0.1978196750845186,0.2,0.3,FORCE_BUY,0.0,1.0
2020-01-31,0.2083057331880303,0.2,0.35,FREE,0.0,1.0
2020-02-03,0.1867841780337243,0.25,0.4,FORCE_BUY,0.0,1.0
2020-02-04,0.1739788707044129,0.1,0.25,FREE,0.0,1.0
2020-02-05,0.1600539803239163,0.25,0.5,FORCE_BUY,0.0,1.0
2020-02-06,0.1581798393361944,0.15,0.3,FREE,0.0,1.0
2020-02-07,0.1554164258531768,0.2,0.3,FORCE_BUY,0.0,1.0
2020-02-10,0.1539127668325357,0.2,0.35,FORCE_BUY,0.0,1.0
2020-02-11,0.1717510641645936,0.25,0.4,FORCE_BUY,0.0,1.0
2020-02-12,0.1538238012543009,0.1,0.25,FREE,0.0,1.0
2020-02-13,0.159236106021567,0.25,0.5,FORCE_BUY,0.0,1.0
2020-02-14,0.1581035144917639,0.15,0.3,FREE,0.0,1.0
2020-02-18,0.1630434566829207,0.2,0.3,FORCE_BUY,0.0,1.0
2020-02-19,0.1720919619387918,0.25,0.4,FORCE_BUY,0.0,1.0
2020-02-20,0.1820461082683071,0.2,0.35,FORCE_BUY,0.0,1.0
2020-02-21,0.1901216725534585,0.1,0.25,FREE,0.0,1.0
2020-02-24,0.2125971749454717,0.25,0.5,FORCE_BUY,0.0,1.0
2020-02-25,0.218916148783453,0.1,0.25,FREE,0.0,1.0
2020-02-26,0.2163448095513171,0.25,0.5,FORCE_BUY,0.0,1.0
2020-02-27,0.2480558020818406,0.15,0.3,FREE,0.0,1.0
2020-02-28,0.2186876385397237,0.2,0.35,FREE,0.0,1.0
2020-03-02,0.252097974577984,0.25,0.4,FREE,0.0,1.0
2020-03-03,0.2422459130019928,0.2,0.3,FREE,0.0,1.0
2020-03-04,0.2429833471169949,0.25,0.5,FORCE_BUY,0.0,1.0
2020-03-05,0.238845681866054,0.1,0.25,FREE,0.0,1.0
2020-03-06,0.2641514325016071,0.2,0.35,FREE,0.0,1.0
2020-03-09,0.272695389279382,0.15,0.3,FREE,0.0,1.0
2020-03-10,0.1450100209648801,0.2,0.3,FORCE_BUY,0.0,1.0
2020-03-11,0.1206108227966476,0.25,0.4,FORCE_BUY,0.0,1.0
