klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,feat_zs_cnt,feat_break_bi_amp,feat_break_bi_klu_cnt,feat_break_bi_amp_rate,feat_bi_amp,feat_bi_klu_cnt,feat_bi_amp_rate,feat_level,feat_bsp_type,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,snapshot_first_seen_ts,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,date,direction_encoded
66.0,2023-04-03 09:35:00,319.46,319.687,319.24,319.566,670440.0,1p,1p,0.0,sell,False,2.1963239085023645,1.6070000000000277,14.0,0.005052188128772723,0.2195583468187081,0.012866313655390389,0.12264548706474443,0.0003846410461589282,70.71438408850155,81.61453090952409,77.18105027241081,90.48149218375065,670440.0,1.6070000000000277,0.0,1.6070000000000277,14.0,0.005052188128772723,1.6070000000000277,0.0,0.0,1.0,1.0,0.2195583468187081,0.12264548706474443,0.012866313655390389,70.71438408850155,81.61453090952409,77.18105027241081,90.48149218375065,43.61188722377185,16.002032004065057,35.2368029288024,0.03318099292556018,0.1400200476130819,0.12100000000003774,0.21999999999997044,0.10599999999999454,1.0,67.0,67.0,2023-04-03 09:35:00,0.6214678657929786,380.0,1.0,best_within_2.0d,446.0,317.58,0.5697756667623788,2.218431250000011,42.85,0.007009685617716014,1.2197400000000065,12.5125,0.0038650158560696478,0.44719029695951024,2.5587092783505208,43.0,0.008065816129772732,1.3376752577319617,23.5979381443299,0.004215082138010356,1.5360824742268042,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,1
69.0,2023-04-03 09:50:00,319.98,320.01,319.28,319.28,776032.0,1p,1p,0.0,sell,False,2.5728179321384954,1.9300000000000068,17.0,0.006067655935613704,0.1977897228704678,0.09323448301913823,0.19212934445437213,0.0006023131344567144,54.95765012740248,72.16218066140691,76.1502985221021,64.1859449400165,776032.0,1.9300000000000068,0.0,1.9300000000000068,17.0,0.006067655935613704,1.9300000000000068,0.0,0.0,1.0,1.0,0.1977897228704678,0.19212934445437213,0.09323448301913823,54.95765012740248,72.16218066140691,76.1502985221021,64.1859449400165,37.94103883949416,7.674309780065938,41.1605229004208,-0.2187636727295598,0.22863943873716433,0.029999999999972715,0.0,0.7000000000000455,0.0,70.0,70.0,2023-04-03 09:50:00,0.7360310699072807,379.0,1.0,best_within_2.0d,448.0,316.93,0.5697756667623788,2.218431250000011,42.85,0.007009685617716014,1.2197400000000065,12.5125,0.0038650158560696478,0.44719029695951024,2.5587092783505208,43.0,0.008065816129772732,1.3376752577319617,23.5979381443299,0.004215082138010356,1.5360824742268042,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,1
85.0,2023-04-03 11:10:00,317.83,317.835,317.4201,317.71,469164.0,1p,1p,1.0,buy,False,3.9928792934115824,2.5899,17.0,0.008093184587981627,-0.4673382368118446,-0.04413214932289654,-0.27780126772881886,-0.0008712487999921732,32.10807486158885,11.31002771366655,20.7087971119779,-7.4875110829561535,469164.0,2.5899,0.0,2.5899,17.0,0.008093184587981627,2.5899,0.0,0.0,1.0,1.0,-0.4673382368118446,-0.27780126772881886,-0.04413214932289654,32.10807486158885,11.31002771366655,20.7087971119779,-7.4875110829561535,10.253951766476833,35.42141078396217,35.89136597517445,-0.03775603309945712,0.13071005900382135,0.0049999999999954525,0.2898999999999887,0.12000000000000455,0.0,127.0,127.0,2023-04-03 14:35:00,1.3471404740171948,137.0,1.0,best_within_2.0d,222.0,321.99,0.5697756667623788,2.218431250000011,42.85,0.007009685617716014,1.2197400000000065,12.5125,0.0038650158560696478,0.44719029695951024,2.5587092783505208,43.0,0.008065816129772732,1.3376752577319617,23.5979381443299,0.004215082138010356,1.5360824742268042,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,0
95.0,2023-04-03 12:00:00,318.23,318.45,318.06,318.36,323294.0,2,2,0.0,sell,False,0.39766014131819677,2.7159331460674183,32.59550561797753,0.008591876556035487,0.034822058422324664,-0.2588453075146918,-0.24143427830352948,-0.0007581222415431816,47.89460822242507,70.79690384296205,57.65779535753126,97.07512081382363,323294.0,1.0298999999999978,1.0,2.5899,17.0,0.008093184587981627,1.0298999999999978,11.0,0.0032445960416495295,2.0,2.0,0.034822058422324664,-0.24143427830352948,-0.2588453075146918,47.89460822242507,70.79690384296205,57.65779535753126,97.07512081382363,18.770094222156843,18.5619506030591,38.41628198019483,0.040850956855103364,0.12261837389171426,0.08999999999997499,0.17000000000001592,0.12999999999999545,1.0,96.0,96.0,2023-04-03 12:00:00,1.1747706998366656,367.0,1.0,best_within_2.0d,462.0,314.62,0.39766014131819677,2.5899,17.0,0.008093184587981627,1.0298999999999978,11.0,0.0032445960416495295,0.44719029695951024,2.5587092783505208,43.0,0.008065816129772732,1.3376752577319617,23.5979381443299,0.004215082138010356,1.5360824742268042,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,1
96.0,2023-04-03 12:05:00,318.36,318.565,318.22,318.46,256724.0,2,2,0.0,sell,False,0.44206340013128187,2.7159331460674183,32.59550561797753,0.008591876556035487,0.08683823354781717,-0.24799052832121465,-0.20457141154730607,-0.0006423705249277065,49.703873397860804,76.57646696875364,63.96401922793872,101.80136245038346,256724.0,1.144900000000007,1.0,2.5899,17.0,0.008093184587981627,1.144900000000007,12.0,0.0036068919391053274,2.0,2.0,0.08683823354781717,-0.20457141154730607,-0.24799052832121465,49.703873397860804,76.57646696875364,63.96401922793872,101.80136245038346,21.323376106447228,17.32026763206337,36.41219289063164,0.031410981279044445,0.10841556156117478,0.10500000000001819,0.13999999999998636,0.0999999999999659,1.0,97.0,97.0,2023-04-03 12:05:00,1.240344156251959,380.0,1.0,best_within_2.0d,476.0,314.51,0.44206340013128187,2.5899,17.0,0.008093184587981627,1.144900000000007,12.0,0.0036068919391053274,0.44719029695951024,2.5587092783505208,43.0,0.008065816129772732,1.3376752577319617,23.5979381443299,0.004215082138010356,1.5360824742268042,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,1
97.0,2023-04-03 12:10:00,318.4629,318.65,318.36,318.6138,245354.0,2,2,0.0,sell,False,0.4748832001235516,2.7159331460674183,32.59550561797753,0.008591876556035487,0.13904083870900863,-0.2306104234825886,-0.16109000412808427,-0.000505817731254894,52.43920321061684,83.14032505820853,70.35612117136199,108.70873283190161,245354.0,1.2298999999999864,1.0,2.5899,17.0,0.008093184587981627,1.2298999999999864,13.0,0.003874675863311701,2.0,2.0,0.13904083870900863,-0.16109000412808427,-0.2306104234825886,52.43920321061684,83.14032505820853,70.35612117136199,108.70873283190161,22.978028447179515,16.97335688106588,34.88488952789638,0.04738385538787582,0.09109184570924853,0.03619999999995116,0.1028999999999769,0.15090000000003556,1.0,98.0,98.0,2023-04-03 12:10:00,1.2880170287664987,379.0,1.0,best_within_2.0d,476.0,314.51,0.4748832001235516,2.5899,17.0,0.008093184587981627,1.2298999999999864,13.0,0.003874675863311701,0.44719029695951024,2.5587092783505208,43.0,0.008065816129772732,1.3376752577319617,23.5979381443299,0.004215082138010356,1.5360824742268042,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,1
98.0,2023-04-03 12:15:00,318.63,318.765,318.46,318.62,320337.0,2,2,0.0,sell,False,0.5192864589366367,2.7159331460674183,32.59550561797753,0.008591876556035487,0.16946787122608464,-0.209426939579328,-0.12469300396628569,-0.0003915189958967874,52.55122955353616,84.30553160562644,75.00592464945014,102.90474551797905,320337.0,1.3448999999999955,1.0,2.5899,17.0,0.008093184587981627,1.3448999999999955,14.0,0.004236971760767499,2.0,2.0,0.16946787122608464,-0.12469300396628569,-0.209426939579328,52.55122955353616,84.30553160562644,75.00592464945014,102.90474551797905,25.82392952503521,12.937301448089626,34.76783874734377,-0.0031384364309672364,0.09577340953338154,0.1349999999999909,0.160000000000025,0.009999999999990905,0.0,99.0,99.0,2023-04-03 12:15:00,1.2899378570083526,378.0,1.0,best_within_2.0d,476.0,314.51,0.5192864589366367,2.5899,17.0,0.008093184587981627,1.3448999999999955,14.0,0.004236971760767499,0.44719029695951024,2.5587092783505208,43.0,0.008065816129772732,1.3376752577319617,23.5979381443299,0.004215082138010356,1.5360824742268042,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,1
113.0,2023-04-03 13:30:00,317.6,317.91,317.525,317.86,341642.0,2,2,1.0,buy,False,0.9220016358093637,2.7159331460674183,32.59550561797753,0.008591876556035487,-0.03772081549103107,-0.16316677024157947,-0.182027177987095,-0.0005721372617933098,43.0504619158638,33.02924056218121,33.632215204107105,31.82329127832942,341642.0,1.240000000000009,1.0,1.3448999999999955,14.0,0.004236971760767499,1.240000000000009,16.0,0.0038900130189952133,2.0,2.0,-0.03772081549103107,-0.182027177987095,-0.16316677024157947,43.0504619158638,33.02924056218121,33.632215204107105,31.82329127832942,6.710803490821168,34.49153915599991,35.34541683777484,0.08186397984886364,0.12125029525235738,0.05000000000001137,0.07500000000004547,0.2599999999999909,1.0,127.0,127.0,2023-04-03 14:35:00,1.2993141634681922,109.0,1.0,best_within_2.0d,222.0,321.99,0.9220016358093637,1.3448999999999955,14.0,0.004236971760767499,1.240000000000009,16.0,0.0038900130189952133,0.44719029695951024,2.5587092783505208,43.0,0.008065816129772732,1.3376752577319617,23.5979381443299,0.004215082138010356,1.5360824742268042,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,0
124.0,2023-04-03 14:25:00,318.01,318.189,317.96,318.13,252445.0,2s,2s,0.0,sell,False,0.29688404957721554,2.7159331460674183,32.59550561797753,0.008591876556035487,0.10261646457090257,-0.13894005315539576,-0.08763182086994448,-0.0002755838431086521,53.51652001626092,71.38996057278014,55.8008567106175,102.56816829710543,252445.0,0.6640000000000441,1.0,2.5899,17.0,0.008093184587981627,0.6640000000000441,12.0,0.002091173923313264,1.0,2.5,0.10261646457090257,-0.08763182086994448,-0.13894005315539576,53.51652001626092,71.38996057278014,55.8008567106175,102.56816829710543,21.10923264769227,17.493190570113253,28.684655541911038,0.037734662432000424,0.07202163794189265,0.05900000000002592,0.05000000000001137,0.12000000000000455,1.0,125.0,125.0,2023-04-03 14:25:00,1.2447741489328197,357.0,1.0,best_within_2.0d,481.0,314.17,0.5697756667623788,2.218431250000011,42.85,0.007009685617716014,1.2197400000000065,12.5125,0.0038650158560696478,0.29688404957721554,2.5899,17.0,0.008093184587981627,0.6640000000000441,12.0,0.002091173923313264,1.0,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,1
125.0,2023-04-03 14:30:00,318.135,318.4,318.09,318.375,256832.0,2s,2s,0.0,sell,False,0.37835437661685256,2.7159331460674183,32.59550561797753,0.008591876556035487,0.15330638040484432,-0.11977675560479022,-0.04312356540236806,-0.00013560235460004368,58.77105028534231,79.95764813379223,63.85312051834241,112.16670336469187,256832.0,0.875,1.0,2.5899,17.0,0.008093184587981627,0.875,13.0,0.002755688528462326,1.0,2.5,0.15330638040484432,-0.04312356540236806,-0.11977675560479022,58.77105028534231,79.95764813379223,63.85312051834241,112.16670336469187,24.025133986321364,17.21031232674147,27.816223763506894,0.07543967183743036,0.09745669464617004,0.024999999999977263,0.045000000000015916,0.2400000000000091,1.0,126.0,126.0,2023-04-03 14:30:00,1.3207695327836622,356.0,1.0,best_within_2.0d,481.0,314.17,0.5697756667623788,2.218431250000011,42.85,0.007009685617716014,1.2197400000000065,12.5125,0.0038650158560696478,0.37835437661685256,2.5899,17.0,0.008093184587981627,0.875,13.0,0.002755688528462326,1.0,0.0017385713538461325,1.389857142857149,12.428571428571429,0.004410913757190699,2023-04-03,1
