date,equity,cash,pos,buy_th,sell_th
2019-10-01,100000.0,100000.0,0,0.3,0.3
2019-10-02,100000.0,100000.0,0,0.3,0.3
2019-10-03,100000.0,100000.0,0,0.3,0.3
2019-10-04,100000.0,100000.0,0,0.3,0.3
2019-10-07,100000.0,100000.0,0,0.3,0.3
2019-10-08,100000.0,100000.0,0,0.3,0.3
2019-10-09,100000.0,100000.0,0,0.3,0.3
2019-10-10,100000.0,100000.0,0,0.3,0.3
2019-10-11,100000.0,100000.0,0,0.3,0.3
2019-10-14,100000.0,100000.0,0,0.3,0.3
2019-10-15,100000.0,100000.0,0,0.3,0.3
2019-10-16,100000.0,100000.0,0,0.3,0.3
2019-10-17,100000.0,100000.0,0,0.3,0.3
2019-10-18,100000.0,100000.0,0,0.3,0.3
2019-10-21,100000.0,100000.0,0,0.3,0.3
2019-10-22,100000.0,100000.0,0,0.3,0.3
2019-10-23,100000.0,100000.0,0,0.3,0.3
2019-10-24,100000.0,100000.0,0,0.3,0.3
2019-10-25,100000.0,100000.0,0,0.3,0.3
2019-10-28,100000.0,100000.0,0,0.3,0.3
2019-10-29,100000.0,100000.0,0,0.3,0.3
2019-10-30,100000.0,100000.0,0,0.3,0.3
2019-10-31,100000.0,100000.0,0,0.3,0.3
2019-11-01,100000.0,100000.0,0,0.3,0.3
2019-11-04,100000.0,100000.0,0,0.3,0.3
2019-11-05,100000.0,100000.0,0,0.3,0.3
2019-11-06,100000.0,100000.0,0,0.3,0.3
2019-11-07,100000.0,100000.0,0,0.3,0.3
2019-11-08,100000.0,100000.0,0,0.3,0.3
2019-11-11,100000.0,100000.0,0,0.3,0.3
2019-11-12,100000.0,100000.0,0,0.7999999999999998,0.2999999999999998
2019-11-13,100000.0,100000.0,0,0.9499999999999997,0.34999999999999987
2019-11-14,100000.0,100000.0,0,0.7999999999999998,0.44999999999999973
2019-11-15,100000.0,100000.0,0,0.7999999999999998,0.44999999999999973
2019-11-18,100000.0,100000.0,0,0.7999999999999998,0.44999999999999973
2019-11-19,100000.0,100000.0,0,1.3999999999999995,-0.5
2019-11-20,100000.0,100000.0,0,1.4499999999999995,0.3999999999999998
2019-11-21,100000.0,100000.0,0,1.1999999999999997,0.44999999999999973
2019-11-22,100000.0,100000.0,0,1.2999999999999996,0.5499999999999998
