side,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx
buy,94704,162.87,613.986615091791,0.0,5m BUY signal,2019-01-28 09:20:00,0.2084974688677167,2.6999995708465576,2.3999999999999995,FREE,,,
sell,94770,162.9701,613.986615091791,0.0,5m SELL signal,2019-01-28 14:50:00,0.2084974688677167,2.2952218055725098,1.8499999999999996,FREE,61.46006017068683,162.87,94704.0
buy,95715,168.9,592.4301957381332,0.0,5m BUY signal,2019-02-04 16:10:00,0.20726353402047692,1.5709539651870728,1.3499999999999996,FREE,,,
sell,95790,169.48,592.4301957381332,0.0,5m SELL signal,2019-02-05 07:40:00,0.2743107234642306,3.1200742721557617,2.499999999999999,FREE,343.6095135281078,168.9,95715.0
buy,95846,170.47,588.9896731020051,0.0,5m BUY signal,2019-02-05 12:20:00,0.2743107234642306,2.5632917881011963,-0.5,FREE,,,
sell,95864,170.3913,588.9896731020051,0.0,5m SELL signal,2019-02-05 13:50:00,0.2743107234642306,3.88299822807312,2.499999999999999,FREE,-46.35348727312649,170.47,95846.0
buy,95890,170.73,587.821215289789,0.0,5m BUY signal,2019-02-05 16:00:00,0.2743107234642306,2.2743818759918213,-0.5,FREE,,,
sell,95932,170.87,587.821215289789,0.0,5m SELL signal,2019-02-05 19:35:00,0.2743107234642306,3.6988744735717773,2.499999999999999,FREE,82.29497014057915,170.73,95890.0
buy,96308,167.48,599.719435494186,0.0,5m BUY signal,2019-02-08 04:00:00,0.2562299097399638,3.0222156047821045,2.3999999999999995,FREE,,,
sell,96383,167.39,599.719435494186,0.0,5m SELL signal,2019-02-08 10:40:00,0.2562299097399638,2.286442279815674,-0.5,FREE,-53.97474919447878,167.48,96308.0
buy,97215,170.51,588.7457410554912,0.0,5m BUY signal,2019-02-15 04:00:00,0.29123548029931207,0.9652597308158875,0.7999999999999998,FREE,,,
sell,97260,171.68,588.7457410554912,0.0,5m SELL signal,2019-02-15 08:35:00,0.29123548029931207,3.7242181301116943,-0.5,FREE,688.8325170349341,170.51,97215.0
buy,97291,171.55,589.1918905532307,0.0,5m BUY signal,2019-02-15 11:10:00,0.29123548029931207,0.8627909421920776,0.7999999999999998,FREE,,,
