date,p_day,buy_level,sell_level,chosen_action,reward_force_buy,reward_free,reward_force_sell,chosen_reward,best_action_ex_post,oracle_equity,close,buy_th_5m,sell_th_5m
2012-02-13,0.2641679694586014,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5064,0.3,0.3
2012-02-14,0.24491580408351873,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5118,0.3,0.3
2012-02-15,0.36600571360012313,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.4961,0.3,0.3
2012-02-16,0.3522593041497974,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5229,0.3,0.3
2012-02-17,0.35365596415030787,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5178,0.3,0.3
2012-02-21,0.3972462326724049,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5205,0.3,0.3
2012-02-22,0.3616044439363823,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5119,0.3,0.3
2012-02-23,0.35551574432762406,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.528,0.3,0.3
2012-02-24,0.3981421353720478,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5292,0.3,0.3
2012-02-27,0.40571872180398644,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5308,0.3,0.3
2012-02-28,0.40721016549654027,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5468,0.3,0.3
2012-02-29,0.3847435713976495,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5401,0.3,0.3
2012-03-01,0.4091855310115842,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5549,0.3,0.3
2012-03-02,0.41192838988149655,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5521,0.3,0.3
2012-03-05,0.3609580691393706,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5351,0.3,0.3
2012-03-06,0.40166587100818857,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5216,0.3,0.3
2012-03-07,0.3720878928322424,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5281,0.3,0.3
2012-03-08,0.3625974305762167,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5451,0.3,0.3
2012-03-09,0.4059838903639703,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5534,0.3,0.3
2012-03-12,0.35654110295024793,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5569,0.3,0.3
2012-03-13,0.350344520291702,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5846,0.3,0.3
2012-03-14,0.375886439246709,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5901,0.3,0.3
2012-03-15,0.3897944294672606,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5965,0.3,0.3
2012-03-16,0.3466568034529214,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5948,0.3,0.3
2012-03-19,0.39357079193464,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6091,0.3,0.3
2012-03-20,0.4023775697209601,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6122,0.3,0.3
2012-03-21,0.37919312042494596,0.2,0.3,FORCE_SELL,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6119,0.3,0.3
2012-03-22,0.20570420737163023,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6112,0.3,0.3
2012-03-23,0.21011617925841375,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6076,0.3,0.3
2012-03-26,0.21184534764557575,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6419,0.3,0.3
2012-03-27,0.21384476418465426,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6416,0.3,0.3
2012-03-28,0.20747262999177563,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6349,0.3,0.3
2012-03-29,0.2063216720536525,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6262,0.3,0.3
2012-03-30,0.22045671417186163,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6246,0.3,0.3
2012-04-02,0.212237238746205,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6414,0.3,0.3
2012-04-03,0.20830389543626063,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.641,0.3,0.3
2012-04-04,0.21058122125241294,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6144,0.3,0.3
2012-04-05,0.21779287346374,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6266,0.3,0.3
2012-04-09,0.2136756890617519,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6086,0.3,0.3
2012-04-10,0.23185156909639182,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.589,0.3,0.3
2012-04-11,0.23763847609436398,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5932,0.3,0.3
2012-04-12,0.2242488532050291,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.6105,0.3,0.3
2012-04-13,0.22739734128258782,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5835,0.3,0.3
2012-04-16,0.22925805439868333,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5638,0.3,0.3
2012-04-17,0.23340512107569633,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5968,0.3,0.3
2012-04-18,0.22065838380283695,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5885,0.3,0.3
2012-04-19,0.22146782172973303,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5797,0.3,0.3
2012-04-20,0.2229716728982483,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.5721,0.3,0.3
2012-04-23,0.2042470341113463,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,100000.0,0.556,0.3,0.3
2012-04-24,0.20624019017156628,0.2,0.3,FREE,0.02844202898550706,0.03072615796589089,0.0,0.03072615796589089,FREE,103072.61579658909,0.5677,0.3,0.3
2012-04-25,0.23021683916197813,0.2,0.3,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,103072.61579658909,0.5901,-0.5,-0.5
2012-04-26,0.21623948227176915,0.2,0.3,FREE,-0.001342507132069204,-0.001342507132069204,0.0,-0.001342507132069204,FORCE_SELL,103072.61579658909,0.5951,-0.5,-0.5
2012-04-27,0.18593213876262585,0.2,0.3,FORCE_BUY,0.022799664710813048,0.012206802820827771,0.009220452640402351,0.022799664710813048,FORCE_BUY,105422.63687761777,0.6101,-0.5,-0.5
2012-04-30,0.1850661826753525,0.2,0.3,FORCE_BUY,-0.012871287128712904,-0.012871287128712904,-0.012871287128712904,-0.012871287128712904,FORCE_BUY,104065.71184849992,0.5982,-0.5,-0.5
2012-05-01,0.17757380884622834,0.2,0.3,FORCE_BUY,-0.003169307756463785,-0.004667800529169963,-0.002835696413678079,-0.003169307756463785,FORCE_SELL,103770.61308262427,0.5976,-0.5,-0.5
2012-05-02,0.1937273058127896,0.2,0.3,FORCE_BUY,0.01650387335803299,0.028167887309068457,0.004041764904007995,0.01650387335803299,FREE,106693.61201792858,0.6036,2.4499999999999993,-0.5
2012-05-03,0.17505611540517083,0.2,0.3,FORCE_BUY,-0.0424621461487821,-0.03542902579543319,-0.0034562211981566584,-0.0424621461487821,FORCE_SELL,106324.85529436432,0.5818,1.9499999999999993,-0.5
2012-05-04,0.17270949892405588,0.2,0.3,FORCE_BUY,-0.08038474750944712,-0.08038474750944712,-0.08038474750944712,-0.08038474750944712,FORCE_BUY,97777.95864754834,0.5354,2.499999999999999,-0.5
2012-05-07,0.21450776663148008,0.2,0.3,FREE,0.04019813297771012,0.052388980847417055,0.028767384263669194,0.052388980847417055,FREE,102900.4462504343,0.546,2.2499999999999996,-0.5
2012-05-08,0.19522738413823973,0.2,0.3,FORCE_BUY,-0.0005607476635515962,-0.02297449748899169,-0.00317757009345806,-0.0005607476635515962,FORCE_BUY,102842.74506562094,0.5347,-0.5,-0.5
2012-05-09,0.17692741447042395,0.2,0.225,FORCE_BUY,-0.009789156626506024,-0.009789156626506024,-0.009789156626506024,-0.009789156626506024,FORCE_BUY,101836.00132627375,0.526,-0.5,1.8499999999999996
2012-05-10,0.17863040417746034,0.2,0.225,FORCE_BUY,-0.016532030809693937,-0.016532030809693937,-0.016532030809693937,-0.016532030809693937,FORCE_BUY,100152.44541481177,0.5235,-0.5,1.8499999999999996
2012-05-11,0.16951419748236396,0.2,0.225,FORCE_BUY,-0.008081187746664043,-0.042474191367738307,-0.03796278894944552,-0.008081187746664043,FORCE_BUY,99343.09470012716,0.5278,-0.5,-0.5
2012-05-14,0.17378616581963358,0.2,0.225,FORCE_BUY,0.004676539360872792,0.004676539360872792,0.004676539360872792,0.004676539360872792,FORCE_BUY,99807.6765927232,0.5156,-0.5,1.1499999999999997
2012-05-15,0.18363784550946416,0.2,0.225,FORCE_BUY,-0.021451829151503544,0.004775509273652427,0.0055544914767287155,-0.021451829151503544,FORCE_SELL,100362.05748166959,0.5109,-0.5,-0.5
2012-05-16,0.18127505631956034,0.17,0.215,FREE,-0.015411973918197904,-0.015411973918197904,-0.015411973918197904,-0.015411973918197904,FORCE_BUY,98815.28006938541,0.4983,-0.5,-0.5
2012-05-17,0.1682123364678908,0.17,0.215,FORCE_BUY,-0.04727125177520798,-0.041271944199549056,0.0,-0.04727125177520798,FORCE_SELL,98815.28006938541,0.4696,-0.5,-0.5
2012-05-18,0.1724154721417679,0.17,0.215,FREE,-0.050211864406779605,0.009753734444250463,0.002542372881355991,0.009753734444250463,FREE,99779.09807021642,0.4483,-0.5,-0.5
2012-05-21,0.16881295252315112,0.17,0.215,FORCE_BUY,0.07284330985915471,0.00997008759114973,-0.000880281690140859,0.07284330985915471,FORCE_BUY,107047.33782841219,0.4875,-0.5,-0.5
2012-05-22,0.15692312814105658,0.17,0.215,FORCE_BUY,-0.01843129223837818,-0.011753954090339927,0.00020479213598182308,-0.01843129223837818,FORCE_SELL,107069.26028137722,0.4793,-0.5,-0.5
2012-05-23,0.169560615992141,0.17,0.215,FORCE_BUY,0.020455998295333472,0.04876229842422419,0.010014915832090342,0.020455998295333472,FREE,112290.20350327868,0.4789,-0.5,-0.5
2012-05-24,0.16170049354956767,0.17,0.215,FORCE_BUY,-0.018775510204081615,-0.01934626724017217,0.004489795918367418,-0.018775510204081615,FORCE_SELL,112794.36360064034,0.4808,-0.5,-0.5
2012-05-25,0.16853715350192078,0.17,0.215,FORCE_BUY,-0.018403639371381283,-0.013028427624046766,-0.012820512820512706,-0.018403639371381283,FORCE_SELL,111348.28201601676,0.4747,-0.5,-0.5
2012-05-29,0.1629076184227925,0.17,0.215,FORCE_BUY,0.00675537359263061,-0.021790431796617674,-0.008393039918116659,0.00675537359263061,FORCE_BUY,112100.48125993255,0.4918,-0.5,-0.5
2012-05-30,0.16881478897427504,0.17,0.215,FORCE_BUY,-0.003954214360041525,0.005021051520620267,0.002081165452653519,-0.003954214360041525,FREE,112663.34355182499,0.4786,-0.5,-0.5
2012-05-31,0.16163024738805376,0.17,0.215,FORCE_BUY,-0.022153209109730725,-0.02877846790890251,-0.02877846790890251,-0.022153209109730725,FORCE_BUY,110167.48894311998,0.4723,-0.5,-0.5
2012-06-01,0.18333342913237674,0.17,0.215,FREE,-0.052803129074315516,-0.046088493126751874,-0.04302477183833117,-0.046088493126751874,FORCE_SELL,105427.55786734037,0.4359,-0.5,-0.5
2012-06-04,0.2250541478153635,0.17,0.215,FORCE_SELL,0.03763940520446094,0.04282039515507703,0.03345724907063189,0.03345724907063189,FREE,109942.00755545462,0.4466,-0.5,-0.5
2012-06-05,0.20821677966475113,0.17,0.23,FREE,0.04277588168373145,0.034675870277900755,0.0,0.034675870277900755,FORCE_BUY,114644.87386271865,0.4583,-0.5,-0.5
2012-06-06,0.1936011736439959,0.17,0.23,FREE,0.0,0.0,0.0,0.0,FORCE_BUY,114644.87386271865,0.4885,-0.5,-0.5
2012-06-07,0.1707959404599575,0.17,0.23,FREE,-0.0074318744838975615,-0.0074318744838975615,0.0,-0.0074318744838975615,FORCE_SELL,114644.87386271865,0.4808,-0.5,-0.5
