side,seen_idx,exec_px,qty,fee,reason,ts,p_day,pred,th,gate,pnl,entry_px,entry_idx
buy,247982,406.18,246.1962676645822,0.0,5m BUY signal,2024-01-02 06:25:00,0.20420715031187553,2.320807933807373,2.2499999999999996,FREE,,,
sell,248336,399.08,246.1962676645822,0.0,ADAPTIVE_FORCE_SELL->first acceptable 5m signal,2024-01-04 04:05:00,0.37412171247569964,1.0548900365829468,-0.5,FORCE_SELL,-1747.9935004185393,406.18,247982.0
buy,249122,406.55,241.67262698212141,0.0,5m BUY signal,2024-01-10 06:25:00,0.28467141906922033,1.1062384843826294,1.0499999999999996,FREE,,,
sell,249215,408.73,241.67262698212141,0.0,5m SELL signal,2024-01-10 14:10:00,0.28467141906922033,2.490807056427002,2.0999999999999996,FREE,526.8463268210263,406.55,249122.0
buy,249653,406.89,242.76549639067684,0.0,5m BUY signal,2024-01-16 04:00:00,0.24308301037506466,1.3505429029464722,0.6999999999999997,FREE,,,
sell,249677,406.77,242.76549639067684,0.0,5m SELL signal,2024-01-16 06:00:00,0.24308301037506466,1.321703314781189,1.1499999999999997,FREE,-29.131859566882326,406.89,249653.0
buy,249716,407.56,242.29492827273438,0.0,5m BUY signal,2024-01-16 09:15:00,0.24308301037506466,1.1816918849945068,0.6999999999999997,FREE,,,
sell,249727,408.91,242.29492827273438,0.0,5m SELL signal,2024-01-16 10:10:00,0.24308301037506466,1.3255337476730347,1.1499999999999997,FREE,327.0981531681969,407.56,249716.0
buy,249749,408.69,242.42535692090294,0.0,5m BUY signal,2024-01-16 12:00:00,0.24308301037506466,0.9366158246994019,0.6999999999999997,FREE,,,
sell,249767,409.075,242.42535692090294,0.0,5m SELL signal,2024-01-16 13:30:00,0.24308301037506466,1.980656623840332,1.1499999999999997,FREE,93.33376241454543,408.69,249749.0
buy,249771,407.88,243.13561067573394,0.0,5m BUY signal,2024-01-16 13:50:00,0.24308301037506466,1.017991542816162,0.6999999999999997,FREE,,,
sell,249781,408.11,243.13561067573394,0.0,5m SELL signal,2024-01-16 14:40:00,0.24308301037506466,1.3644509315490723,1.1499999999999997,FREE,55.92119045542323,407.88,249771.0
buy,249822,409.69,242.19794008365787,0.0,5m BUY signal,2024-01-16 18:05:00,0.24308301037506466,0.9469855427742004,0.6999999999999997,FREE,,,
sell,249852,407.03,242.19794008365787,0.0,5m SELL signal,2024-01-17 04:35:00,0.21454216177678156,1.6228599548339844,1.5999999999999996,FREE,-644.246520622536,409.69,249822.0
buy,249898,407.2,242.09682601240485,0.0,5m BUY signal,2024-01-17 08:25:00,0.21454216177678156,1.4878811836242676,1.4499999999999995,FREE,,,
