bsp2_bi_amp,bsp2_bi_amp_rate,bsp2_break_bi_amp,bsp2_break_bi_amp_rate,bsp2_retrace_rate,bsp3_bi_amp,bsp3_bi_amp_rate,bsp3_zs_height,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
0.1999969482421875,0.005400943959901071,0.20499801635742188,0.005566816350584604,0.9756043097191983,,,,0.1999969482421875,,349,True,False,15.094539697632062,-2.152690322699474,9.345463024188216,-0.021060605372095385,-0.031081036415770313,-0.020040862087349856,0.013304312772430273,-0.0008421565289137412,32.553000977733916,2025/06/18 19:59,2,91894.0
0.1100006103515625,0.002969778823775615,0.279998779296875,0.007502646880667233,0.3928610354223433,,,,0.1100006103515625,,432,False,False,61.843430068259906,115.86352595403557,79.8501286968518,-0.024404176145830257,-0.014059547045249587,0.02068925820116134,0.0072678451325389045,-0.00037873931931081326,53.5951436647913,2025/06/20 14:58,2,1559.0
0.060001373291015625,0.001621658737595017,0.11999893188476562,0.003253767039299552,0.5000158947134183,,,,0.060001373291015625,,541,True,False,59.54997567307569,44.61259596076991,54.57084910230709,0.0017729723773508548,0.0021510175488828054,0.0007560903430639011,0.0028424349252793306,5.819162412133752e-05,48.50125711927915,2025/06/20 16:59,2,4538.0
0.125,0.0033715440978480376,0.154998779296875,0.004163276422311891,0.8064579641661744,,,,0.125,,786,False,False,84.77955397457396,86.23602103502031,85.26504299472275,0.008114612080893596,0.010517129112670887,0.004805034063554581,0.006317220578814669,0.00028310473858918613,58.4426988476689,2025/06/23 14:45,2,6155.0
0.07999801635742188,0.002152799157317356,0.4949989318847656,0.01350058419540738,0.16161250298625934,,,,0.07999801635742188,,968,True,False,16.489488216287157,29.232052251262715,20.73700956127901,0.02376752087936477,0.013507292954805905,-0.020520455849117727,0.00283170272522453,0.0003642138102902402,55.15295515280125,2025/06/23 18:08,2,2796.0
0.4299964904785156,0.011518791036350905,0.4549980163574219,0.01204176308574432,0.945051351917837,,,,0.4299964904785156,,1089,False,False,66.95102959022502,113.5473586719452,82.48313928413175,0.04931047937885958,0.061717844755861506,0.024814730754003853,0.014565658408594303,0.0016473283034597968,70.46186701163371,2025/06/24 13:47,2,10212.0
0.1100006103515625,0.002913923453021523,0.5400009155273438,0.014512252857127332,0.2037044886195058,,,,0.1100006103515625,,1136,True,False,57.57402405559372,-9.537734995771814,35.20343770513854,0.05555823033962455,0.04559494788495044,-0.019926564909348216,0.002125447193197596,0.001211408830024218,52.4491928561218,2025/06/24 14:34,2,1933.0
0.07979965209960938,0.0021223198470639213,0.15979766845703125,0.004231929967165921,0.4993793268083075,,,,0.07979965209960938,,1233,False,False,54.43019150080608,38.63269152291427,49.16435817484215,0.0011590407820201965,0.0011112156313970445,-9.565030124630402e-05,0.0018577413550233833,2.9508557060083706e-05,44.11572435432949,2025/06/24 16:25,2,6040.0
0.060001373291015625,0.0015983316949307208,0.0800018310546875,0.002135660251199756,0.75,,,,0.060001373291015625,,1326,True,False,49.469162759316546,11.082188931133317,36.6735048165888,-0.0028410620517839353,-0.0009046546078721462,0.003872814887823578,0.0024012847835408633,-2.4123273703698875e-05,49.55089520475246,2025/06/24 18:12,2,3733.0
0.279998779296875,0.007536978944720264,0.5249977111816406,0.013934909669890723,0.5333333333333333,0.279998779296875,0.007536978944720264,0.0010666910807291667,0.279998779296875,,1442,False,False,49.15772747963993,96.42446347056597,64.91330614328194,-0.06326907172590614,-0.06907436252888743,-0.011610581605962594,0.0048089848706437495,-0.001842713960552136,44.859038833037964,2025/06/25 13:41,"2,3b",1562.0
