bsp1_bi_amp,bsp1_bi_amp_rate,bsp1_bi_klu_cnt,bsp_bi_amp,divergence_rate,index,is_buy,is_segbsp,kdj_d,kdj_j,kdj_k,macd_dea,macd_diff,macd_value,next_bi_return,ppo,rsi,timestamp,type,volume
10.3800048828125,0.031053684495763366,168,10.3800048828125,0.3738853122018363,438,False,False,59.152840326138914,73.18471535242412,63.830132001567314,0.2713215159356207,0.24530414357491281,-0.05203474472141578,0.005774201100772113,0.0007132469476699185,62.54270391142711,2025/05/19 17:30,1p,3091.0
2.03997802734375,0.006013377213972812,25,2.03997802734375,0.7523819168338792,781,True,False,25.100899933799568,24.406854534863555,24.86955146748756,-0.11188083590948691,-0.2060386286853486,-0.1883155855517234,0.015361780807412549,-0.0006088906555450986,43.97058161825541,2025/05/27 13:35,1p,6291.0
3.43212890625,0.010076557971657261,49,3.43212890625,0.3676134026506201,861,False,False,68.15345883057066,86.87693451881171,74.39461739331767,0.1945947295882106,0.2628901905627572,0.13659092194909317,0.011822590096455218,0.0007672986182503434,62.807114035215236,2025/05/28 13:45,1p,6386.0
4.056884765625,0.011874562472984646,34,4.056884765625,0.47023418815732765,935,True,False,30.955891327456765,23.655807944170142,28.522530199694557,-0.29779398006871327,-0.4014327552127952,-0.20727755028816386,0.00895138503249884,-0.0011806768709579326,29.16189137935774,2025/05/29 13:30,1p,17996.0
4.97998046875,0.014505360487328343,48,4.97998046875,0.5506871060130107,1089,False,False,72.2512871125268,52.390612762059334,65.63106232903765,0.6205494180443825,0.6334953844535107,0.025891932818256524,0.017657175170904576,0.0018284262855336206,71.80739155773153,2025/05/30 19:50,1p,92178.0
1.114990234375,0.0032309191963344947,20,1.114990234375,0.04497524513520869,1242,False,False,68.1245155018527,93.499159223151,76.5827300756188,0.13095988407366851,0.14095774078651857,0.019995713425700112,0.025547448150791557,0.00040784825209059177,59.412046631539916,2025/06/03 19:35,1p,11641.0
17.404998779296875,0.05280883301893056,20,17.404998779296875,9.726320515511937,1494,True,False,19.38870397072492,12.073379830693796,16.950262590714544,-3.4934231658914983,-3.7983513805241387,-0.6098564292652808,0.020212690456262145,-0.011889484686938272,16.71050173957451,2025/06/09 14:40,1p,18866.0
3.970001220703125,0.012532756758506496,44,3.970001220703125,0.15877964418936394,1792,False,False,51.605511320581556,88.82611713884555,64.01237992666955,0.385310333380564,0.3811787777740392,-0.008263111213049568,0.01300113187354377,0.0011932690967608648,70.32402383928849,2025/06/13 13:30,1p,59027.0
2.899993896484375,0.009008990218921676,13,2.899993896484375,0.41777834217125875,2159,True,False,18.52155656519168,16.019174254642884,17.68742912834208,-0.22872046434653068,-0.3623616813245576,-0.26728243395605383,0.0120689846505192,-0.0011315465234404273,41.77119352316979,2025/06/20 18:05,1p,6490.0
3.074981689453125,0.009670361605168121,23,3.074981689453125,1.537849881205258,2401,False,False,79.00496522241116,88.32831812631849,82.1127495237136,0.18969892115929468,0.2935795871675282,0.20776133201646702,0.017644598600994457,0.0009165752092625233,62.03773103843131,2025/06/25 18:45,1p,8419.0
4.2655029296875,0.013542138487869462,20,4.2655029296875,0.33322947744777826,2824,False,False,85.11767964701895,95.27437257289193,88.50324395564327,0.5863907584510941,0.6849596610590538,0.1971378052159194,0.013925101306878084,0.0021567931898506224,67.46740139739458,2025/07/03 15:00,1p,7024.0
